AccountNumber,Season,SingleGameTickets,PartialPlanTickets,GroupTickets,STM,AvgSpend,GamesAttended,FanSegment,DistanceToArena,BasketballPropensity,SocialMediaEngagement,A Games,B Games,C Games,D Games,Weekend Games,Weekday Games,Promotional Games,Non Promo Games,A + Weekend + Promo,A + Weekend + nonPromo,A + Weekday + Promo,A + Weekday + nonPromo,B + Weekend + Promo,B + Weekend + nonPromo,B + Weekday + Promo,B + Weekday + nonPromo,C + Weekend + Promo,C + Weekend + nonPromo,C + Weekday + Promo,C + Weekday + nonPromo,D + Weekend + Promo,D + Weekend + nonPromo,D + Weekday + Promo,D + Weekday + nonPromo,NumGamesAttend
1489,2023,0,0,0,1,$62.00 ,41,Limited Data,74.0,,Medium,16,28,40,80,48,116,44,120,0,8,0,8,0,8,8,12,4,16,4,16,8,4,20,48,41
1489,2024,0,0,0,1,$64.00 ,41,Limited Data,74.0,484.0,Medium,24,32,48,60,64,100,32,132,0,8,0,16,4,12,0,16,4,24,0,20,4,8,20,28,41
1502,2024,0,0,0,1,$112.00 ,41,C,8.0,956.0,High,12,16,24,30,32,50,16,66,0,4,0,8,2,6,0,8,2,12,0,10,2,4,10,14,41
1513,2023,0,0,0,1,$85.00 ,41,G,0.0,940.0,Medium,20,35,50,100,60,145,55,150,0,10,0,10,0,10,10,15,5,20,5,20,10,5,25,60,41
1513,2024,0,0,0,1,$2.00 ,41,G,0.0,446.0,High,30,40,60,75,80,125,40,165,0,10,0,20,5,15,0,20,5,30,0,25,5,10,25,35,41
1522,2023,288,0,4032,1,$617.88 ,41,Limited Data,12.0,,High,65,175,160,514,192,722,204,710,0,32,0,33,0,32,32,111,16,64,16,64,32,16,108,358,41
1522,2024,3120,0,1008,1,$438.59 ,41,Limited Data,12.0,,Low,108,144,156,444,428,424,378,474,0,36,0,72,36,36,0,72,12,72,0,72,212,24,118,90,41
1581,2023,0,0,0,1,$135.00 ,41,G,1.0,561.0,Medium,16,28,40,80,48,116,44,120,0,8,0,8,0,8,8,12,4,16,4,16,8,4,20,48,41
1581,2024,0,0,0,1,$97.00 ,41,G,1.0,534.0,Medium,24,32,48,60,64,100,32,132,0,8,0,16,4,12,0,16,4,24,0,20,4,8,20,28,41
1634,2023,0,0,0,1,$105.00 ,41,Limited Data,7.0,,Low,16,28,40,80,48,116,44,120,0,8,0,8,0,8,8,12,4,16,4,16,8,4,20,48,41
1634,2024,0,0,0,1,$137.00 ,41,Limited Data,7.0,357.0,Low,24,32,48,60,64,100,32,132,0,8,0,16,4,12,0,16,4,24,0,20,4,8,20,28,41
1747,2023,0,0,0,1,$91.00 ,41,G,4.0,529.0,Low,16,28,40,80,48,116,44,120,0,8,0,8,0,8,8,12,4,16,4,16,8,4,20,48,41
1747,2024,0,0,0,1,$26.00 ,41,G,4.0,509.0,Low,24,32,48,60,64,100,32,132,0,8,0,16,4,12,0,16,4,24,0,20,4,8,20,28,41
1755,2023,0,0,0,1,$101.00 ,41,Limited Data,17.0,,Medium,16,28,40,80,48,116,44,120,0,8,0,8,0,8,8,12,4,16,4,16,8,4,20,48,41
1755,2024,0,0,0,1,$29.00 ,41,Limited Data,17.0,,High,24,32,48,60,64,100,32,132,0,8,0,16,4,12,0,16,4,24,0,20,4,8,20,28,41
1835,2023,0,0,0,1,$176.29 ,41,Limited Data,0.0,,High,16,28,40,84,48,120,44,124,0,8,0,8,0,8,8,12,4,16,4,16,8,4,20,52,41
2176,2023,0,0,0,1,$110.00 ,41,D,68.0,422.0,Low,8,14,20,40,24,58,22,60,0,4,0,4,0,4,4,6,2,8,2,8,4,2,10,24,41
2184,2023,0,0,0,1,$129.00 ,41,G,76.0,901.0,Medium,8,14,20,40,24,58,22,60,0,4,0,4,0,4,4,6,2,8,2,8,4,2,10,24,41
2184,2024,0,0,0,1,$73.00 ,41,G,76.0,928.0,Medium,12,16,24,30,32,50,16,66,0,4,0,8,2,6,0,8,2,12,0,10,2,4,10,14,41
2191,2023,0,0,0,1,$60.00 ,41,G,4.0,927.0,Medium,8,14,20,40,24,58,22,60,0,4,0,4,0,4,4,6,2,8,2,8,4,2,10,24,41
2200,2023,0,0,0,1,$76.00 ,41,C,4.0,490.0,Medium,8,14,20,40,24,58,22,60,0,4,0,4,0,4,4,6,2,8,2,8,4,2,10,24,41
2201,2023,0,0,0,1,$126.00 ,41,G,33.0,505.0,Medium,16,28,40,98,66,116,62,120,0,8,0,8,0,8,8,12,4,16,4,16,26,4,20,48,41
2201,2024,0,0,72,1,$47.21 ,41,G,33.0,575.0,Medium,24,32,48,60,64,100,32,132,0,8,0,16,4,12,0,16,4,24,0,20,4,8,20,28,41
2206,2023,0,0,0,1,$12.00 ,41,Limited Data,21.0,,Medium,8,14,20,40,24,58,22,60,0,4,0,4,0,4,4,6,2,8,2,8,4,2,10,24,41
2206,2024,0,0,0,1,$23.00 ,41,Limited Data,21.0,,High,12,16,24,30,32,50,16,66,0,4,0,8,2,6,0,8,2,12,0,10,2,4,10,14,41
2208,2023,0,0,0,1,$113.00 ,41,Limited Data,18.0,,Medium,16,28,40,80,48,116,44,120,0,8,0,8,0,8,8,12,4,16,4,16,8,4,20,48,41
2208,2024,0,0,0,1,$102.00 ,41,Limited Data,18.0,,High,24,32,48,60,64,100,32,132,0,8,0,16,4,12,0,16,4,24,0,20,4,8,20,28,41
2228,2023,0,0,0,1,$88.00 ,41,Limited Data,892.0,778.0,Medium,8,14,20,40,24,58,22,60,0,4,0,4,0,4,4,6,2,8,2,8,4,2,10,24,41
2228,2024,0,0,0,1,$137.00 ,41,Limited Data,892.0,832.0,Medium,12,16,24,30,32,50,16,66,0,4,0,8,2,6,0,8,2,12,0,10,2,4,10,14,41
2260,2023,0,0,0,1,$173.00 ,41,F,90.0,568.0,Medium,8,14,20,40,24,58,22,60,0,4,0,4,0,4,4,6,2,8,2,8,4,2,10,24,41
2260,2024,0,0,0,1,$191.00 ,41,F,90.0,742.0,High,12,16,24,30,32,50,16,66,0,4,0,8,2,6,0,8,2,12,0,10,2,4,10,14,41
2304,2023,2,0,0,1,$249.95 ,41,F,1.0,952.0,High,8,15,20,42,25,60,22,63,0,4,0,4,0,5,4,6,2,8,2,8,4,2,10,26,41
2320,2023,0,0,0,1,$65.20 ,41,Limited Data,1845.0,,High,48,84,120,240,144,348,132,360,0,24,0,24,0,24,24,36,12,48,12,48,24,12,60,144,41
2320,2024,0,0,0,1,$120.37 ,41,Limited Data,1845.0,,Low,60,80,120,150,160,250,80,330,0,20,0,40,10,30,0,40,10,60,0,50,10,20,50,70,41
2322,2023,0,0,0,0,$50.00 ,41,G,108.0,943.0,Medium,8,14,20,40,24,58,22,60,0,4,0,4,0,4,4,6,2,8,2,8,4,2,10,24,41
2389,2023,0,0,0,1,$33.00 ,41,G,7.0,533.0,Medium,8,14,20,40,24,58,22,60,0,4,0,4,0,4,4,6,2,8,2,8,4,2,10,24,41
2455,2023,0,0,0,1,$104.00 ,41,C,93.0,889.0,Medium,16,28,40,80,48,116,44,120,0,8,0,8,0,8,8,12,4,16,4,16,8,4,20,48,41
2462,2023,0,0,0,1,$20.00 ,41,Limited Data,2.0,,Low,16,28,40,80,48,116,44,120,0,8,0,8,0,8,8,12,4,16,4,16,8,4,20,48,41
2462,2024,0,0,0,1,$44.00 ,41,Limited Data,2.0,403.0,Low,24,32,48,60,64,100,32,132,0,8,0,16,4,12,0,16,4,24,0,20,4,8,20,28,41
2479,2023,0,0,0,1,$79.00 ,41,G,6.0,338.0,Low,16,28,40,80,48,116,44,120,0,8,0,8,0,8,8,12,4,16,4,16,8,4,20,48,41
2479,2024,0,0,0,1,$103.00 ,41,G,6.0,522.0,Medium,24,32,48,60,64,100,32,132,0,8,0,16,4,12,0,16,4,24,0,20,4,8,20,28,41
2486,2023,0,0,0,1,$37.00 ,41,G,1.0,380.0,Medium,16,28,40,80,48,116,44,120,0,8,0,8,0,8,8,12,4,16,4,16,8,4,20,48,41
2486,2024,0,0,0,1,$106.00 ,41,G,1.0,510.0,High,24,32,48,60,64,100,32,132,0,8,0,16,4,12,0,16,4,24,0,20,4,8,20,28,41
2503,2023,0,0,0,1,$79.00 ,41,Limited Data,2.0,,Low,8,14,20,40,24,58,22,60,0,4,0,4,0,4,4,6,2,8,2,8,4,2,10,24,41
2503,2024,0,0,0,1,$128.00 ,41,Limited Data,2.0,,Medium,12,16,24,30,32,50,16,66,0,4,0,8,2,6,0,8,2,12,0,10,2,4,10,14,41
2595,2023,0,0,0,1,$71.00 ,41,G,7.0,677.0,Medium,20,35,50,100,60,145,55,150,0,10,0,10,0,10,10,15,5,20,5,20,10,5,25,60,41
2595,2024,0,0,0,1,$55.00 ,41,G,7.0,596.0,Low,24,32,48,60,64,100,32,132,0,8,0,16,4,12,0,16,4,24,0,20,4,8,20,28,41
2624,2023,0,0,0,1,$97.00 ,41,C,3.0,511.0,Medium,12,21,30,60,36,87,33,90,0,6,0,6,0,6,6,9,3,12,3,12,6,3,15,36,41
2624,2024,0,0,0,1,$98.00 ,41,C,3.0,335.0,Low,18,24,36,45,48,75,24,99,0,6,0,12,3,9,0,12,3,18,0,15,3,6,15,21,41
2684,2023,0,0,0,1,$69.00 ,41,Limited Data,71.0,518.0,Low,8,14,20,40,24,58,22,60,0,4,0,4,0,4,4,6,2,8,2,8,4,2,10,24,41
2684,2024,0,0,0,1,$107.00 ,41,Limited Data,71.0,,Low,12,16,24,30,32,50,16,66,0,4,0,8,2,6,0,8,2,12,0,10,2,4,10,14,41
2722,2023,0,0,0,1,$98.00 ,41,Limited Data,,,Low,8,14,20,40,24,58,22,60,0,4,0,4,0,4,4,6,2,8,2,8,4,2,10,24,41
2748,2023,0,2,18,1,$78.27 ,41,G,23.0,611.0,High,8,16,20,48,26,66,22,70,0,4,0,4,0,6,4,6,2,8,2,8,4,2,10,32,41
2748,2024,0,0,32,1,$101.83 ,41,G,23.0,742.0,Medium,12,16,38,32,45,53,16,82,0,4,0,8,2,6,0,8,2,23,0,13,2,6,10,14,41
2783,2023,0,0,0,1,$151.00 ,41,G,17.0,896.0,Low,8,14,20,40,24,58,22,60,0,4,0,4,0,4,4,6,2,8,2,8,4,2,10,24,41
2783,2024,0,0,0,1,$172.00 ,41,G,17.0,939.0,High,12,16,24,30,32,50,16,66,0,4,0,8,2,6,0,8,2,12,0,10,2,4,10,14,41
2810,2023,0,0,0,1,$19.00 ,41,G,6.0,655.0,Medium,20,35,50,100,60,145,55,150,0,10,0,10,0,10,10,15,5,20,5,20,10,5,25,60,41
2811,2023,0,0,0,1,$124.00 ,41,C,2.0,834.0,Low,4,7,10,20,12,29,11,30,0,2,0,2,0,2,2,3,1,4,1,4,2,1,5,12,41
2816,2023,0,0,0,1,$177.00 ,41,G,1418.0,969.0,Medium,16,28,40,80,48,116,44,120,0,8,0,8,0,8,8,12,4,16,4,16,8,4,20,48,41
2816,2024,0,0,0,1,$169.00 ,41,G,1420.0,920.0,Medium,24,32,48,60,64,100,32,132,0,8,0,16,4,12,0,16,4,24,0,20,4,8,20,28,41
2820,2023,0,0,0,0,$17.61 ,41,Limited Data,292.0,950.0,High,8,14,20,40,24,58,22,60,0,4,0,4,0,4,4,6,2,8,2,8,4,2,10,24,41
2823,2023,0,0,0,1,$120.00 ,41,C,79.0,684.0,Medium,12,21,30,60,36,87,33,90,0,6,0,6,0,6,6,9,3,12,3,12,6,3,15,36,41
2823,2024,0,0,0,1,$129.00 ,41,C,79.0,455.0,High,18,24,36,45,48,75,24,99,0,6,0,12,3,9,0,12,3,18,0,15,3,6,15,21,41
2827,2023,0,0,0,1,$47.00 ,41,G,19.0,597.0,Medium,8,14,20,40,24,58,22,60,0,4,0,4,0,4,4,6,2,8,2,8,4,2,10,24,41
2827,2024,0,0,0,1,$112.00 ,41,G,19.0,849.0,Low,12,16,24,30,32,50,16,66,0,4,0,8,2,6,0,8,2,12,0,10,2,4,10,14,41
2852,2023,0,0,0,1,$252.00 ,41,D,75.0,632.0,Medium,8,14,20,40,24,58,22,60,0,4,0,4,0,4,4,6,2,8,2,8,4,2,10,24,41
2852,2024,0,0,0,1,$315.00 ,41,D,75.0,926.0,Medium,12,16,24,30,32,50,16,66,0,4,0,8,2,6,0,8,2,12,0,10,2,4,10,14,41
2894,2024,8,0,0,1,$93.92 ,41,G,26.0,572.0,Medium,12,16,24,32,32,52,16,68,0,4,0,8,2,6,0,8,2,12,0,10,2,4,10,16,41
2953,2023,0,0,0,1,$191.00 ,41,D,650.0,662.0,High,8,14,20,40,24,58,22,60,0,4,0,4,0,4,4,6,2,8,2,8,4,2,10,24,41
2973,2023,0,0,0,1,$170.00 ,41,Limited Data,1769.0,402.0,Low,8,14,20,40,24,58,22,60,0,4,0,4,0,4,4,6,2,8,2,8,4,2,10,24,41
3033,2023,0,0,0,0,$37.09 ,41,Limited Data,1752.0,,High,16,30,40,80,48,118,44,122,0,8,0,8,0,8,8,14,4,16,4,16,8,4,20,48,41
3034,2023,0,0,0,0,$2.91 ,41,Limited Data,243.0,671.0,Low,16,28,40,80,48,116,44,120,0,8,0,8,0,8,8,12,4,16,4,16,8,4,20,48,41
3037,2023,0,0,0,0,$9.91 ,41,Limited Data,1730.0,950.0,Medium,16,28,40,80,48,116,44,120,0,8,0,8,0,8,8,12,4,16,4,16,8,4,20,48,41
3101,2023,0,0,0,1,$79.00 ,41,E,83.0,377.0,Medium,12,21,30,60,36,87,33,90,0,6,0,6,0,6,6,9,3,12,3,12,6,3,15,36,41
3101,2024,0,0,0,1,$74.00 ,41,E,83.0,357.0,High,18,24,36,45,48,75,24,99,0,6,0,12,3,9,0,12,3,18,0,15,3,6,15,21,41
3176,2023,0,0,0,1,$172.00 ,41,D,163.0,737.0,Low,12,21,30,60,36,87,33,90,0,6,0,6,0,6,6,9,3,12,3,12,6,3,15,36,41
3176,2024,0,0,0,1,$176.00 ,41,D,163.0,936.0,Medium,18,24,36,45,48,75,24,99,0,6,0,12,3,9,0,12,3,18,0,15,3,6,15,21,41
3258,2023,0,0,0,1,$96.00 ,41,Limited Data,34.0,,High,8,14,20,40,24,58,22,60,0,4,0,4,0,4,4,6,2,8,2,8,4,2,10,24,41
3258,2024,0,0,0,1,$89.00 ,41,Limited Data,34.0,644.0,Medium,18,24,36,45,48,75,24,99,0,6,0,12,3,9,0,12,3,18,0,15,3,6,15,21,41
3295,2023,0,0,0,1,$43.00 ,41,G,79.0,950.0,Low,16,28,40,80,48,116,44,120,0,8,0,8,0,8,8,12,4,16,4,16,8,4,20,48,41
3297,2023,0,0,0,1,$5.00 ,41,G,85.0,933.0,Medium,12,21,30,60,36,87,33,90,0,6,0,6,0,6,6,9,3,12,3,12,6,3,15,36,41
3412,2024,0,40,0,0,$71.10 ,41,Limited Data,0.0,,Medium,18,24,36,45,48,75,24,99,0,6,0,12,3,9,0,12,3,18,0,15,3,6,15,21,41
3413,2023,0,0,0,1,$163.00 ,41,D,2.0,528.0,Medium,8,14,20,40,24,58,22,60,0,4,0,4,0,4,4,6,2,8,2,8,4,2,10,24,41
3413,2024,0,0,0,1,$212.00 ,41,D,2.0,575.0,Medium,12,16,24,30,32,50,16,66,0,4,0,8,2,6,0,8,2,12,0,10,2,4,10,14,41
3426,2023,0,0,0,1,$133.00 ,41,G,5.0,525.0,High,16,28,40,80,48,116,44,120,0,8,0,8,0,8,8,12,4,16,4,16,8,4,20,48,41
3426,2024,0,0,0,1,$148.00 ,41,G,5.0,516.0,Medium,24,32,48,60,64,100,32,132,0,8,0,16,4,12,0,16,4,24,0,20,4,8,20,28,41
3478,2023,0,0,0,1,$78.00 ,41,F,5.0,488.0,Medium,8,14,20,40,24,58,22,60,0,4,0,4,0,4,4,6,2,8,2,8,4,2,10,24,41
3478,2024,0,0,0,1,$122.67 ,41,F,5.0,907.0,Low,18,24,36,45,48,75,24,99,0,6,0,12,3,9,0,12,3,18,0,15,3,6,15,21,41
3506,2023,0,0,0,1,$91.25 ,41,Limited Data,7.0,,Medium,32,56,80,160,96,232,88,240,0,16,0,16,0,16,16,24,8,32,8,32,16,8,40,96,41
3506,2024,0,0,0,1,$125.75 ,41,Limited Data,7.0,,Low,48,64,96,120,128,200,64,264,0,16,0,32,8,24,0,32,8,48,0,40,8,16,40,56,41
3537,2023,0,0,0,1,$78.00 ,41,G,73.0,509.0,Medium,16,28,40,80,48,116,44,120,0,8,0,8,0,8,8,12,4,16,4,16,8,4,20,48,41
3551,2023,0,0,0,1,$85.00 ,41,Limited Data,82.0,,Medium,12,21,30,60,36,87,33,90,0,6,0,6,0,6,6,9,3,12,3,12,6,3,15,36,41
3551,2024,0,0,0,1,$15.00 ,41,Limited Data,82.0,,Medium,18,24,36,45,48,75,24,99,0,6,0,12,3,9,0,12,3,18,0,15,3,6,15,21,41
3560,2023,0,0,0,1,$234.23 ,41,G,4.0,465.0,Low,28,28,48,86,52,138,50,140,0,12,0,16,0,8,8,12,4,16,8,20,8,4,22,52,41
3560,2024,0,0,0,1,$126.65 ,41,G,4.0,496.0,High,36,32,52,64,72,112,32,152,0,12,0,24,4,12,0,16,4,28,0,20,4,8,20,32,41
3765,2023,0,0,2,1,$48.65 ,41,Limited Data,5.0,,Low,8,15,20,40,25,58,22,61,0,4,0,4,0,5,4,6,2,8,2,8,4,2,10,24,41
3801,2023,0,0,0,1,$377.00 ,41,G,1719.0,527.0,Medium,16,28,40,80,48,116,44,120,0,8,0,8,0,8,8,12,4,16,4,16,8,4,20,48,41
3801,2024,0,0,0,1,$288.29 ,41,G,1719.0,566.0,Low,24,32,51,60,64,103,32,135,0,8,0,16,4,12,0,16,4,24,0,23,4,8,20,28,41
5484,2024,0,0,0,1,$130.00 ,41,G,2.0,621.0,Medium,24,32,48,60,64,100,32,132,0,8,0,16,4,12,0,16,4,24,0,20,4,8,20,28,41
5503,2024,0,0,0,1,$95.20 ,41,G,2.0,473.0,Medium,36,48,72,90,96,150,48,198,0,12,0,24,6,18,0,24,6,36,0,30,6,12,30,42,41
5521,2024,0,0,0,1,$109.00 ,41,G,88.0,394.0,Medium,24,32,48,60,64,100,32,132,0,8,0,16,4,12,0,16,4,24,0,20,4,8,20,28,41
5534,2024,0,0,0,1,$25.00 ,41,G,2.0,945.0,Medium,12,16,24,30,32,50,16,66,0,4,0,8,2,6,0,8,2,12,0,10,2,4,10,14,41
5723,2024,0,0,0,1,$125.00 ,41,Limited Data,,,High,18,24,36,45,48,75,24,99,0,6,0,12,3,9,0,12,3,18,0,15,3,6,15,21,41
5732,2024,0,0,0,1,$108.00 ,41,G,8.0,967.0,High,24,32,48,60,64,100,32,132,0,8,0,16,4,12,0,16,4,24,0,20,4,8,20,28,41
5854,2024,0,0,0,1,$55.00 ,41,E,4.0,,Medium,18,24,36,45,48,75,24,99,0,6,0,12,3,9,0,12,3,18,0,15,3,6,15,21,41
5858,2024,0,0,0,1,$228.34 ,41,G,64.0,923.0,Medium,12,16,24,30,32,50,16,66,0,4,0,8,2,6,0,8,2,12,0,10,2,4,10,14,41
5956,2024,0,22,0,0,$102.82 ,41,Limited Data,7.0,,High,24,32,48,60,64,100,32,132,0,8,0,16,4,12,0,16,4,24,0,20,4,8,20,28,41
7035,2024,0,0,0,1,$130.50 ,41,Limited Data,73.0,,Low,24,32,48,60,64,100,32,132,0,8,0,16,4,12,0,16,4,24,0,20,4,8,20,28,41
7524,2024,0,0,0,1,$60.00 ,41,G,6.0,658.0,Low,24,32,48,60,64,100,32,132,0,8,0,16,4,12,0,16,4,24,0,20,4,8,20,28,41
7537,2024,0,0,0,1,$26.00 ,41,Limited Data,4.0,940.0,High,12,16,24,30,32,50,16,66,0,4,0,8,2,6,0,8,2,12,0,10,2,4,10,14,41
7545,2024,0,0,0,1,$39.00 ,41,Limited Data,7.0,,High,24,32,48,60,64,100,32,132,0,8,0,16,4,12,0,16,4,24,0,20,4,8,20,28,41
7695,2024,0,0,0,1,$175.00 ,41,G,4.0,567.0,Medium,12,16,24,30,32,50,16,66,0,4,0,8,2,6,0,8,2,12,0,10,2,4,10,14,41
7844,2024,0,0,0,0,$84.40 ,41,Limited Data,19.0,,Medium,96,108,200,241,262,383,129,516,0,40,0,56,20,36,0,52,20,97,0,83,12,37,77,115,41
8014,2024,0,0,0,1,$26.00 ,41,Limited Data,90.0,,High,24,32,48,60,64,100,32,132,0,8,0,16,4,12,0,16,4,24,0,20,4,8,20,28,41
8309,2024,0,0,0,1,$116.00 ,41,C,4.0,644.0,High,18,24,36,45,48,75,24,99,0,6,0,12,3,9,0,12,3,18,0,15,3,6,15,21,41
8397,2024,0,80,0,0,$139.20 ,41,Limited Data,1829.0,,Low,12,16,24,30,32,50,16,66,0,4,0,8,2,6,0,8,2,12,0,10,2,4,10,14,41
8561,2024,0,78,0,0,$167.65 ,41,Limited Data,504.0,,Medium,24,32,48,60,64,100,32,132,0,8,0,16,4,12,0,16,4,24,0,20,4,8,20,28,41
9141,2024,0,0,0,1,"$1,546.00 ",41,Limited Data,1.0,506.0,High,36,48,72,90,96,150,48,198,0,12,0,24,6,18,0,24,6,36,0,30,6,12,30,42,41
11544,2024,0,0,0,1,$75.00 ,41,Limited Data,1.0,935.0,Medium,18,24,36,45,48,75,24,99,0,6,0,12,3,9,0,12,3,18,0,15,3,6,15,21,41
11686,2024,0,0,0,1,$302.00 ,41,C,8.0,717.0,Low,12,16,24,30,32,50,16,66,0,4,0,8,2,6,0,8,2,12,0,10,2,4,10,14,41
14220,2024,0,0,0,0,$28.00 ,41,B,218.0,912.0,Medium,28,32,53,68,68,113,36,145,0,12,0,16,4,12,0,16,4,24,0,25,4,8,24,32,41
14641,2024,0,0,0,1,$92.00 ,41,Limited Data,10.0,486.0,Low,12,16,24,30,32,50,16,66,0,4,0,8,2,6,0,8,2,12,0,10,2,4,10,14,41
15667,2023,0,0,0,1,$144.00 ,41,G,10.0,385.0,Medium,16,28,40,80,48,116,44,120,0,8,0,8,0,8,8,12,4,16,4,16,8,4,20,48,41
15667,2024,0,0,0,1,$92.00 ,41,G,10.0,911.0,High,24,32,48,60,64,100,32,132,0,8,0,16,4,12,0,16,4,24,0,20,4,8,20,28,41
15670,2024,0,0,0,1,$83.00 ,41,G,6.0,955.0,Medium,12,16,24,30,32,50,16,66,0,4,0,8,2,6,0,8,2,12,0,10,2,4,10,14,41
15674,2024,0,0,0,1,$458.47 ,41,G,2.0,881.0,High,60,82,124,152,166,252,80,338,0,20,0,40,10,32,0,40,10,64,0,50,10,20,50,72,41
15675,2024,0,0,0,1,$178.67 ,41,E,4.0,459.0,Low,36,48,72,90,96,150,48,198,0,12,0,24,6,18,0,24,6,36,0,30,6,12,30,42,41
15676,2024,0,0,8,1,$290.47 ,41,D,1.0,761.0,Low,24,32,50,60,66,100,32,134,0,8,0,16,4,12,0,16,4,26,0,20,4,8,20,28,41
15677,2024,0,0,0,1,$216.25 ,41,D,23.0,883.0,High,48,64,96,120,128,200,64,264,0,16,0,32,8,24,0,32,8,48,0,40,8,16,40,56,41
15678,2024,0,0,0,1,$64.00 ,41,G,6.0,539.0,High,12,16,24,30,32,50,16,66,0,4,0,8,2,6,0,8,2,12,0,10,2,4,10,14,41
15679,2024,0,0,34,1,$280.65 ,41,G,8.0,925.0,Medium,12,16,29,42,32,67,20,79,0,4,0,8,2,6,0,8,2,12,0,15,2,4,14,22,41
15682,2024,0,0,8,1,$285.99 ,41,G,22.0,491.0,High,24,32,56,68,72,108,44,136,0,8,0,16,4,12,0,16,8,28,0,20,4,8,28,28,41
15683,2024,0,0,0,1,$83.00 ,41,G,4.0,602.0,Medium,12,16,24,30,32,50,16,66,0,4,0,8,2,6,0,8,2,12,0,10,2,4,10,14,41
15684,2024,0,0,0,1,$400.00 ,41,G,30.0,533.0,Medium,24,32,48,60,64,100,32,132,0,8,0,16,4,12,0,16,4,24,0,20,4,8,20,28,41
15685,2024,0,0,0,1,$359.50 ,41,G,8.0,646.0,High,48,64,96,120,128,200,64,264,0,16,0,32,8,24,0,32,8,48,0,40,8,16,40,56,41
15686,2024,0,0,12,1,$260.66 ,41,G,7.0,512.0,Medium,12,16,25,35,32,56,21,67,0,4,0,8,2,6,0,8,2,12,0,11,2,4,15,14,41
15687,2024,0,0,10,1,$320.56 ,41,C,12.0,904.0,High,18,16,28,30,42,50,16,76,0,10,0,8,2,6,0,8,2,16,0,10,2,4,10,14,41
15688,2024,0,0,0,1,$283.00 ,41,E,0.0,569.0,Low,12,16,24,30,32,50,16,66,0,4,0,8,2,6,0,8,2,12,0,10,2,4,10,14,41
