AccountNumber,Season,SingleGameTickets,PartialPlanTickets,GroupTickets,STM,AvgSpend,GamesAttended,FanSegment,DistanceToArena,BasketballPropensity,SocialMediaEngagement,A Games,B Games,C Games,D Games,Weekend Games,Weekday Games,Promotional Games,Non Promo Games,A + Weekend + Promo,A + Weekend + nonPromo,A + Weekday + Promo,A + Weekday + nonPromo,B + Weekend + Promo,B + Weekend + nonPromo,B + Weekday + Promo,B + Weekday + nonPromo,C + Weekend + Promo,C + Weekend + nonPromo,C + Weekday + Promo,C + Weekday + nonPromo,D + Weekend + Promo,D + Weekend + nonPromo,D + Weekday + Promo,D + Weekday + nonPromo,NumGamesAttend
12219,2024,0,80,0,0,$68.00 ,20,B,335.0,610.0,Medium,20,12,20,28,28,52,12,68,0,4,0,16,0,8,0,4,0,12,0,8,4,0,8,16,20
29569,2024,0,40,0,0,$156.50 ,20,B,33.0,869.0,High,10,6,12,12,16,24,6,34,0,2,0,8,2,2,0,2,0,8,0,4,2,0,2,8,20
25461,2024,1,40,0,0,$92.68 ,20,B,95.0,960.0,Medium,10,6,10,15,16,25,8,33,0,2,0,8,0,2,0,4,2,6,0,2,2,2,4,7,20
26765,2024,0,40,0,0,$191.00 ,20,B,74.0,974.0,Medium,8,6,12,14,14,26,6,34,0,0,0,8,0,2,0,4,0,8,0,4,2,2,4,6,20
23182,2024,0,40,0,0,$160.00 ,20,B,13.0,962.0,Medium,8,8,12,12,16,24,8,32,0,4,0,4,2,2,0,4,2,4,0,6,0,2,4,6,20
22904,2024,0,40,0,0,$88.00 ,20,B,10.0,773.0,Medium,8,6,14,12,18,22,8,32,0,4,0,4,2,2,0,2,2,6,0,6,0,2,4,6,20
18153,2024,0,40,0,0,$169.00 ,20,B,6.0,862.0,Low,10,8,10,12,16,24,6,34,0,4,0,6,0,4,0,4,2,4,0,4,0,2,4,6,20
21646,2024,0,40,2,0,$114.52 ,20,B,29.0,952.0,Low,10,6,14,12,20,22,8,34,0,6,0,4,2,2,0,2,2,6,0,6,0,2,4,6,20
42301,2024,0,40,0,0,$263.00 ,20,B,10.0,910.0,Medium,6,8,10,16,16,24,8,32,0,2,0,4,0,4,0,4,0,6,0,4,2,2,6,6,20
18866,2024,0,40,0,0,$54.00 ,20,B,9.0,362.0,Medium,8,8,14,10,16,24,4,36,0,2,0,6,2,2,0,4,0,8,0,6,0,2,2,6,20
1464,2024,0,23,0,0,$135.30 ,20,B,81.0,450.0,Medium,6,6,14,14,16,24,8,32,0,2,0,4,0,2,0,4,2,6,0,6,0,4,6,4,20
18108,2024,0,80,0,0,$402.00 ,20,B,4.0,929.0,High,8,24,24,24,32,48,12,68,0,4,0,4,4,12,0,8,0,12,0,12,0,0,8,16,20
29034,2024,0,40,0,0,$61.00 ,20,B,6.0,480.0,Low,6,8,14,12,14,26,6,34,0,2,0,4,2,2,0,4,0,6,0,8,0,2,4,6,20
29164,2024,0,40,0,0,$78.00 ,20,B,129.0,900.0,High,8,4,12,16,14,26,8,32,0,2,0,6,0,4,0,0,0,6,0,6,2,0,6,8,20
23156,2024,0,40,0,0,$90.00 ,20,B,29.0,879.0,Medium,10,4,12,14,18,22,10,30,0,4,0,6,2,0,0,2,2,6,0,4,2,2,4,6,20
19434,2024,0,40,0,0,$169.00 ,20,B,33.0,922.0,Low,8,6,12,14,16,24,8,32,0,4,0,4,0,2,0,4,2,4,0,6,0,4,6,4,20
42291,2024,0,40,0,0,$277.00 ,20,B,1.0,887.0,Medium,10,4,12,14,18,22,10,30,0,4,0,6,2,0,0,2,2,6,0,4,2,2,4,6,20
24239,2024,0,40,0,0,$258.00 ,20,B,1.0,927.0,Medium,8,8,12,12,14,26,4,36,0,2,0,6,0,6,0,2,0,6,0,6,0,0,4,8,20
17522,2024,0,40,0,0,$141.00 ,20,B,6.0,929.0,Low,10,4,12,14,18,22,10,30,0,4,0,6,2,0,0,2,2,6,0,4,2,2,4,6,20
15668,2024,2,30,2,0,$97.12 ,17,B,15.0,958.0,Low,6,8,6,14,14,20,10,24,0,4,0,2,0,4,0,4,2,2,0,2,0,2,8,4,17
17976,2024,0,30,0,0,$201.00 ,15,B,21.0,940.0,High,6,4,10,10,10,20,4,26,0,2,0,4,0,2,0,2,0,4,0,6,0,2,4,4,15
26179,2024,0,30,0,0,$71.67 ,15,B,38.0,865.0,Medium,6,4,10,10,10,20,4,26,0,2,0,4,0,2,0,2,0,4,0,6,0,2,4,4,15
29546,2024,0,30,0,0,$159.20 ,15,B,70.0,811.0,Medium,4,8,6,12,12,18,8,22,0,2,0,2,2,2,0,4,0,2,0,4,2,2,4,4,15
4745,2023,0,50,0,0,$141.40 ,15,B,64.0,337.0,High,6,4,8,32,6,44,18,32,0,4,0,2,0,0,0,4,0,0,4,4,2,0,12,18,15
16146,2024,0,30,0,0,$91.00 ,15,B,6.0,516.0,Low,2,8,10,10,12,18,4,26,0,0,0,2,0,4,0,4,0,6,0,4,0,2,4,4,15
15826,2024,0,30,0,0,$144.67 ,15,B,12.0,938.0,High,8,4,8,10,12,18,6,24,0,4,0,4,0,2,0,2,2,2,0,4,0,2,4,4,15
32509,2024,0,30,0,0,$105.00 ,15,B,1.0,603.0,Low,4,8,10,8,14,16,4,26,0,2,0,2,2,2,0,4,0,6,0,4,0,2,2,4,15
20185,2024,0,20,0,0,$129.00 ,15,B,2.0,954.0,Medium,6,2,6,6,7,13,3,17,0,2,0,4,0,1,0,1,1,2,0,3,0,1,2,3,15
21296,2024,1,26,0,0,$287.25 ,13,B,13.0,871.0,High,10,4,6,7,8,19,2,25,0,0,0,10,0,2,0,2,0,4,0,2,2,0,0,5,13
18243,2024,5,20,2,0,$123.36 ,13,B,7.0,953.0,Medium,2,9,8,8,10,17,4,23,0,2,0,0,2,2,0,5,0,4,0,4,0,0,2,6,13
18920,2024,1,36,9,0,$49.72 ,13,B,34.0,927.0,Medium,9,3,15,19,16,30,3,43,0,3,0,6,0,3,0,0,0,9,0,6,0,1,3,15,13
23188,2024,0,20,16,0,$124.31 ,13,B,7.0,916.0,Low,4,6,6,22,12,26,18,20,0,4,0,0,2,0,0,4,2,2,0,2,0,2,14,6,13
18945,2024,2,24,0,0,$135.38 ,13,B,9.0,912.0,Low,4,6,8,8,14,12,8,18,0,4,0,0,2,2,0,2,2,2,0,4,0,2,4,2,13
19153,2024,6,20,0,0,$62.46 ,12,B,19.0,949.0,Medium,6,2,12,6,12,14,2,24,0,2,0,4,0,2,0,0,0,8,0,4,0,0,2,4,12
21909,2024,2,20,3,0,$105.40 ,12,B,24.0,920.0,Low,4,4,6,11,12,13,6,19,0,2,0,2,2,2,0,0,0,4,0,2,2,0,2,7,12
27992,2024,0,20,12,0,$131.69 ,12,B,23.0,868.0,Medium,6,12,6,8,8,24,4,28,0,0,0,6,0,2,0,10,0,4,0,2,2,0,2,4,12
16694,2024,2,24,0,0,$38.69 ,12,B,26.0,412.0,Medium,4,6,10,6,8,18,0,26,0,2,0,2,0,0,0,6,0,6,0,4,0,0,0,6,12
28215,2024,0,36,0,0,$86.64 ,12,B,71.0,643.0,Medium,9,3,9,15,12,24,9,27,0,0,0,9,0,0,0,3,0,6,0,3,3,3,6,3,12
17469,2024,2,20,2,0,$33.67 ,12,B,10.0,925.0,High,4,4,8,8,12,12,6,18,0,4,0,0,2,0,0,2,2,2,0,4,0,2,2,4,12
8597,2024,26,8,0,0,$67.95 ,12,B,30.0,437.0,High,2,2,11,21,11,25,13,23,0,2,0,0,0,2,0,0,0,7,0,4,0,0,13,8,12
22010,2024,0,10,2,0,$70.67 ,11,B,68.0,980.0,Medium,2,3,2,5,4,8,1,11,0,1,0,1,0,2,0,1,0,1,0,1,0,0,1,4,11
16158,2024,2,40,0,0,$112.00 ,11,B,50.0,825.0,Medium,8,4,12,18,20,22,14,28,0,4,0,4,4,0,0,0,0,8,0,4,4,0,6,8,11
42987,2024,0,31,0,0,$178.97 ,11,B,14.0,919.0,Medium,6,18,22,18,25,39,6,58,0,0,0,6,0,12,0,6,0,13,0,9,0,0,6,12,11
1464,2023,0,40,0,0,$171.50 ,11,B,81.0,406.0,High,0,4,6,13,2,21,6,17,0,0,0,0,0,0,2,2,0,2,2,2,0,0,2,11,11
24532,2024,5,20,0,0,$72.20 ,11,B,19.0,947.0,High,4,4,9,8,15,10,6,19,0,4,0,0,0,2,0,2,2,5,0,2,0,2,4,2,11
527,2024,0,0,129,0,$96.21 ,11,B,13.0,,Low,12,24,33,60,0,129,36,93,0,0,0,12,0,0,0,24,0,0,0,33,0,0,36,24,11
1784,2023,0,20,0,0,$73.27 ,11,B,13.0,893.0,Medium,2,4,6,10,6,16,6,16,0,0,0,2,0,0,2,2,0,4,0,2,2,0,2,6,11
17192,2024,0,20,10,0,$87.62 ,11,B,88.0,927.0,Medium,14,6,6,4,10,20,2,28,0,2,0,12,2,2,0,2,0,4,0,2,0,0,0,4,11
18786,2024,0,20,4,0,$29.67 ,11,B,1.0,951.0,Medium,4,6,2,12,6,18,0,24,0,2,0,2,0,2,0,4,0,0,0,2,0,2,0,10,11
21051,2024,0,20,2,0,$141.09 ,11,B,21.0,667.0,Low,4,2,6,10,10,12,6,16,0,2,0,2,2,0,0,0,0,4,0,2,2,0,2,6,11
29697,2024,0,0,0,0,$5.00 ,11,B,170.0,911.0,Low,8,7,8,19,15,27,8,34,0,4,0,4,0,3,0,4,0,8,0,0,0,0,8,11,11
32308,2024,0,20,3,0,$126.09 ,11,B,21.0,632.0,Medium,4,4,6,9,12,11,6,17,0,4,0,0,2,0,0,2,2,2,0,2,0,2,2,5,11
27962,2024,0,20,0,0,$119.91 ,11,B,47.0,938.0,Medium,6,4,8,4,10,12,2,20,0,2,0,4,2,2,0,0,0,4,0,4,0,0,0,4,11
17585,2024,0,20,1,0,$112.29 ,11,B,8.0,372.0,Low,6,2,6,7,6,15,2,19,0,2,0,4,0,2,0,0,0,2,0,4,0,0,2,5,11
20370,2024,2,20,0,0,$257.82 ,11,B,5.0,920.0,Low,2,2,6,12,6,16,16,6,0,0,0,2,2,0,0,0,2,0,0,4,2,0,10,0,11
1535,2023,0,20,0,0,$102.00 ,11,B,1.0,442.0,Medium,4,2,4,13,6,17,6,17,0,2,0,2,0,0,0,2,0,2,0,2,2,0,4,7,11
22337,2024,0,20,0,0,$231.73 ,11,B,10.0,929.0,Medium,2,4,30,8,34,10,6,38,0,2,0,0,0,2,0,2,2,26,0,2,0,2,4,2,11
1532,2024,0,20,3,0,$58.87 ,11,B,13.0,432.0,High,4,2,8,9,6,17,2,21,0,0,0,4,0,0,0,2,0,4,0,4,0,2,2,5,11
19973,2024,0,40,4,0,$85.30 ,11,B,28.0,950.0,High,4,8,12,20,16,28,12,32,0,4,0,0,0,4,0,4,0,4,0,8,0,4,12,4,11
16282,2024,0,20,2,0,$134.09 ,11,B,8.0,644.0,Low,4,4,4,10,10,12,6,16,0,4,0,0,0,2,0,2,2,0,0,2,0,2,4,4,11
19854,2024,0,20,2,0,$92.71 ,11,B,8.0,884.0,High,6,2,8,6,8,14,4,18,0,2,0,4,2,0,0,0,0,4,0,4,0,0,2,4,11
27327,2024,0,47,0,0,$12.17 ,11,B,13.0,911.0,High,15,11,10,11,28,19,8,39,0,7,0,8,0,8,0,3,0,10,0,0,0,3,8,0,11
21871,2024,0,20,10,0,$104.38 ,11,B,44.0,918.0,High,2,4,24,2,26,6,0,32,0,0,0,2,0,4,0,0,0,20,0,4,0,2,0,0,11
25398,2024,0,20,6,0,$89.53 ,11,B,10.0,922.0,Low,4,4,12,6,10,16,0,26,0,2,0,2,0,0,0,4,0,8,0,4,0,0,0,6,11
16427,2024,0,20,2,0,$164.59 ,11,B,9.0,941.0,Medium,4,8,2,8,6,16,0,22,0,2,0,2,0,2,0,6,0,0,0,2,0,2,0,6,11
20010,2024,0,20,10,0,$112.00 ,11,B,5.0,946.0,Medium,6,12,6,6,16,14,2,28,0,2,0,4,0,12,0,0,0,2,0,4,0,0,2,4,11
16411,2024,0,40,0,0,$191.60 ,10,B,35.0,931.0,Low,12,4,16,8,12,28,8,32,0,0,0,12,4,0,0,0,0,8,0,8,0,0,4,4,10
23069,2024,0,40,0,0,$127.00 ,10,B,158.0,954.0,Medium,8,12,4,16,12,28,0,40,0,4,0,4,0,4,0,8,0,0,0,4,0,4,0,12,10
27635,2024,0,40,0,0,$172.00 ,10,B,60.0,923.0,High,8,4,16,12,12,28,4,36,0,0,0,8,0,4,0,0,0,8,0,8,0,0,4,8,10
16360,2024,0,20,0,0,$134.00 ,10,B,6.0,598.0,High,6,0,6,8,6,14,4,16,0,0,0,6,0,0,0,0,0,4,0,2,2,0,2,4,10
20409,2024,0,40,0,0,$139.00 ,10,B,13.0,536.0,Medium,8,12,12,8,20,20,4,36,0,4,0,4,4,4,0,4,0,8,0,4,0,0,0,8,10
24962,2024,0,20,0,0,$401.00 ,10,B,22.0,939.0,Medium,2,4,8,6,10,10,4,16,0,2,0,0,2,2,0,0,0,4,0,4,0,0,2,4,10
30530,2024,0,20,0,0,$90.00 ,10,B,2.0,924.0,Medium,6,4,6,4,6,14,0,20,0,0,0,6,0,2,0,2,0,4,0,2,0,0,0,4,10
20722,2024,0,40,0,0,$141.00 ,10,B,49.0,534.0,Medium,12,0,12,16,12,28,8,32,0,0,0,12,0,0,0,0,0,8,0,4,4,0,4,8,10
15813,2024,0,20,0,0,$147.00 ,10,B,11.0,723.0,High,4,4,6,6,4,16,0,20,0,2,0,2,0,0,0,4,0,2,0,4,0,0,0,6,10
20632,2024,0,40,0,0,$206.25 ,10,B,9.0,936.0,High,8,8,12,12,24,16,12,28,0,8,0,0,4,0,0,4,4,4,0,4,0,4,4,4,10
31019,2024,0,20,0,0,$104.00 ,10,B,112.0,926.0,High,4,6,2,8,6,14,0,20,0,2,0,2,0,2,0,4,0,0,0,2,0,2,0,6,10
18254,2024,0,20,0,0,$30.00 ,10,B,2.0,957.0,Medium,6,4,6,4,6,14,0,20,0,0,0,6,0,2,0,2,0,4,0,2,0,0,0,4,10
30956,2024,0,10,0,0,$259.00 ,10,B,2.0,965.0,Low,2,2,3,3,2,8,0,10,0,1,0,1,0,0,0,2,0,1,0,2,0,0,0,3,10
26398,2024,20,0,0,0,$63.50 ,10,B,10.0,877.0,High,10,6,4,0,4,16,0,20,0,4,0,6,0,0,0,6,0,0,0,4,0,0,0,0,10
18021,2024,0,20,0,0,$110.00 ,10,B,5.0,938.0,Medium,4,4,4,8,8,12,4,16,0,0,0,4,0,2,0,2,0,4,0,0,2,0,2,4,10
42794,2024,0,20,0,0,$272.50 ,10,B,13.0,445.0,Medium,4,6,4,6,8,12,2,18,0,2,0,2,0,4,0,2,0,2,0,2,0,0,2,4,10
16173,2024,0,20,0,0,$92.00 ,10,B,7.0,811.0,Low,6,4,6,4,6,14,0,20,0,0,0,6,0,2,0,2,0,4,0,2,0,0,0,4,10
31218,2024,0,20,0,0,$238.00 ,10,B,8.0,873.0,High,6,2,6,6,6,14,2,18,0,2,0,4,0,2,0,0,0,2,0,4,0,0,2,4,10
18353,2024,0,20,0,0,$148.50 ,10,B,17.0,941.0,High,8,12,8,12,20,20,8,32,0,4,0,4,0,4,0,8,4,4,0,0,0,4,4,4,10
3053,2023,0,22,0,0,$88.00 ,10,B,28.0,962.0,High,0,6,6,10,2,20,8,14,0,0,0,0,0,0,4,2,0,2,2,2,0,0,2,8,10
20735,2024,0,20,0,0,$175.00 ,10,B,21.0,919.0,Medium,4,2,4,10,8,12,6,14,0,2,0,2,0,2,0,0,0,2,0,2,2,0,4,4,10
28542,2024,0,20,0,0,$117.00 ,10,B,52.0,206.0,Low,6,0,6,8,6,14,4,16,0,0,0,6,0,0,0,0,0,4,0,2,2,0,2,4,10
29688,2024,2,20,0,0,$279.45 ,10,B,28.0,946.0,Low,4,6,4,8,8,14,2,20,0,2,0,2,0,4,0,2,0,2,0,2,0,0,2,6,10
18933,2024,0,20,0,0,$98.00 ,10,B,23.0,956.0,High,2,4,6,8,8,12,4,16,0,2,0,0,0,4,0,0,0,2,0,4,0,0,4,4,10
21531,2024,0,10,0,0,$123.00 ,10,B,44.0,898.0,Low,1,2,6,1,8,2,0,10,0,0,0,1,0,2,0,0,0,5,0,1,0,1,0,0,10
22420,2024,0,20,0,0,$165.00 ,10,B,1.0,943.0,Low,2,2,4,12,6,14,16,4,0,0,0,2,2,0,0,0,2,0,0,2,2,0,10,0,10
17629,2024,0,20,0,0,$30.00 ,10,B,19.0,926.0,High,6,2,6,6,6,14,2,18,0,2,0,4,0,2,0,0,0,2,0,4,0,0,2,4,10
32545,2024,0,20,0,0,$63.00 ,10,B,22.0,329.0,High,6,2,6,6,6,14,2,18,0,2,0,4,0,2,0,0,0,2,0,4,0,0,2,4,10
17632,2024,0,20,0,0,$102.00 ,10,B,8.0,664.0,High,4,4,6,6,4,16,0,20,0,2,0,2,0,0,0,4,0,2,0,4,0,0,0,6,10
25540,2024,0,20,0,0,$38.00 ,10,B,10.0,909.0,Medium,2,2,4,12,6,14,16,4,0,0,0,2,2,0,0,0,2,0,0,2,2,0,10,0,10
28633,2024,0,20,0,0,$113.00 ,10,B,90.0,935.0,Medium,4,4,6,6,2,18,2,18,0,0,0,4,0,0,0,4,0,2,0,4,0,0,2,4,10
1026,2024,4,0,0,0,$68.00 ,10,B,14.0,661.0,Medium,2,4,8,6,10,10,4,16,0,2,0,0,2,0,0,2,0,4,0,4,0,2,2,2,10
29648,2024,0,20,0,0,$228.00 ,10,B,93.0,386.0,Low,4,2,4,10,8,12,6,14,0,2,0,2,0,2,0,0,0,2,0,2,2,0,4,4,10
1535,2024,3,20,0,0,$143.70 ,10,B,1.0,353.0,Medium,4,6,6,4,10,10,2,18,0,2,0,2,2,2,0,2,0,4,0,2,0,0,0,4,10
17116,2024,0,20,0,0,$121.00 ,10,B,10.0,948.0,Low,4,4,6,6,4,16,0,20,0,2,0,2,0,0,0,4,0,2,0,4,0,0,0,6,10
24240,2024,0,20,0,0,$161.00 ,10,B,89.0,939.0,High,4,2,4,10,10,10,8,12,0,2,0,2,0,0,0,2,2,2,0,0,2,2,4,2,10
16949,2024,0,20,0,0,$81.00 ,10,B,27.0,894.0,Low,4,6,2,8,6,14,0,20,0,2,0,2,0,2,0,4,0,0,0,2,0,2,0,6,10
18813,2024,0,20,0,0,$297.00 ,10,B,2.0,753.0,Low,2,4,6,8,10,10,6,14,0,2,0,0,0,0,0,4,2,2,0,2,0,4,4,0,10
27290,2024,0,20,0,0,$53.00 ,10,B,22.0,849.0,Medium,4,6,2,8,6,14,0,20,0,2,0,2,0,2,0,4,0,0,0,2,0,2,0,6,10
19594,2024,0,20,0,0,$86.00 ,10,B,34.0,575.0,High,6,4,6,4,6,14,0,20,0,0,0,6,0,2,0,2,0,4,0,2,0,0,0,4,10
19601,2024,0,20,0,0,$141.00 ,10,B,20.0,968.0,High,4,4,6,6,12,8,6,14,0,4,0,0,2,0,0,2,2,2,0,2,0,2,2,2,10
29938,2024,0,40,0,0,$236.00 ,10,B,7.0,891.0,High,4,12,12,12,16,24,4,36,0,0,0,4,0,4,0,8,0,8,0,4,0,4,4,4,10
6143,2024,2,0,0,0,$102.00 ,10,B,95.0,919.0,Medium,2,4,12,2,16,4,0,20,0,0,0,2,0,4,0,0,0,10,0,2,0,2,0,0,10
21344,2024,1,50,0,0,$144.31 ,10,B,17.0,941.0,Medium,10,5,21,15,16,35,5,46,0,0,0,10,0,5,0,0,0,11,0,10,0,0,5,10,10
21452,2024,0,20,0,0,$266.00 ,10,B,13.0,956.0,Medium,2,4,6,8,8,12,4,16,0,2,0,0,0,4,0,0,0,2,0,4,0,0,4,4,10
32493,2024,3,20,0,0,$207.06 ,10,B,232.0,544.0,High,0,4,11,8,11,12,4,19,0,0,0,0,0,2,0,2,0,7,0,4,0,2,4,2,10
30514,2024,0,20,0,0,$391.00 ,10,B,128.0,950.0,Medium,2,2,4,12,6,14,16,4,0,0,0,2,2,0,0,0,2,0,0,2,2,0,10,0,10
22483,2024,0,20,0,0,$114.00 ,10,B,10.0,473.0,Medium,2,4,6,8,8,12,4,16,0,2,0,0,0,2,0,2,0,2,0,4,0,2,4,2,10
16997,2024,0,40,0,0,$128.00 ,10,B,12.0,927.0,Medium,12,0,12,16,12,28,8,32,0,0,0,12,0,0,0,0,0,8,0,4,4,0,4,8,10
28936,2024,0,20,0,0,$114.00 ,10,B,39.0,481.0,Low,4,4,6,6,12,8,6,14,0,4,0,0,2,0,0,2,2,2,0,2,0,2,2,2,10
29198,2024,5,40,0,0,$111.78 ,10,B,79.0,951.0,Low,4,4,12,25,16,29,17,28,0,0,0,4,0,0,0,4,0,8,0,4,4,4,13,4,10
27067,2024,0,20,0,0,$100.00 ,10,B,79.0,948.0,Medium,2,4,6,8,8,12,4,16,0,2,0,0,0,2,0,2,0,2,0,4,0,2,4,2,10
21981,2024,0,20,0,0,$145.50 ,10,B,10.0,879.0,Low,4,4,4,8,8,12,4,16,0,0,0,4,0,2,0,2,0,4,0,0,2,0,2,4,10
28964,2024,0,20,0,0,$120.50 ,10,B,8.0,501.0,Medium,4,2,8,6,6,14,2,18,0,0,0,4,0,0,0,2,0,4,0,4,0,2,2,2,10
27019,2024,0,20,0,0,$50.00 ,10,B,68.0,950.0,Low,2,2,4,12,6,14,16,4,0,0,0,2,2,0,0,0,2,0,0,2,2,0,10,0,10
29301,2024,0,20,0,0,$67.00 ,10,B,8.0,374.0,Low,2,4,6,8,8,12,4,16,0,2,0,0,0,2,0,2,0,2,0,4,0,2,4,2,10
21943,2024,0,40,0,0,$335.00 ,10,B,15.0,915.0,Low,8,4,16,12,12,28,4,36,0,0,0,8,0,0,0,4,0,8,0,8,0,4,4,4,10
22015,2024,0,20,0,0,$156.00 ,10,B,74.0,932.0,High,2,4,6,8,8,12,4,16,0,2,0,0,0,4,0,0,0,2,0,4,0,0,4,4,10
25812,2024,0,20,0,0,$106.00 ,10,B,2.0,529.0,Medium,6,2,6,6,6,14,2,18,0,2,0,4,0,2,0,0,0,2,0,4,0,0,2,4,10
28984,2024,0,30,0,0,$179.00 ,10,B,4.0,648.0,Low,3,6,9,12,15,15,9,21,0,3,0,0,0,0,0,6,3,3,0,3,0,6,6,0,10
27051,2024,0,20,0,0,$225.00 ,10,B,66.0,846.0,Medium,2,4,6,8,8,12,4,16,0,2,0,0,0,4,0,0,0,2,0,4,0,0,4,4,10
29081,2024,0,20,0,0,$128.00 ,10,B,6.0,640.0,Low,2,6,6,6,8,12,2,18,0,0,0,2,0,2,0,4,0,4,0,2,0,2,2,2,10
29031,2024,0,40,0,0,$150.50 ,10,B,30.0,934.0,Low,8,8,8,16,16,24,8,32,0,0,0,8,0,4,0,4,0,8,0,0,4,0,4,8,10
1532,2023,0,20,0,0,$130.00 ,10,B,13.0,340.0,Low,2,6,6,6,10,10,2,18,0,2,0,0,0,4,0,2,0,4,0,2,0,0,2,4,10
