AccountNumber,Season,SingleGameTickets,PartialPlanTickets,GroupTickets,STM,AvgSpend,GamesAttended,FanSegment,DistanceToArena,BasketballPropensity,SocialMediaEngagement,A Games,B Games,C Games,D Games,Weekend Games,Weekday Games,Promotional Games,Non Promo Games,A + Weekend + Promo,A + Weekend + nonPromo,A + Weekday + Promo,A + Weekday + nonPromo,B + Weekend + Promo,B + Weekend + nonPromo,B + Weekday + Promo,B + Weekday + nonPromo,C + Weekend + Promo,C + Weekend + nonPromo,C + Weekday + Promo,C + Weekday + nonPromo,D + Weekend + Promo,D + Weekend + nonPromo,D + Weekday + Promo,D + Weekday + nonPromo,NumGamesAttend
24732,2024,0,20,0,0,$94.00 ,10,E,1.0,894.0,Medium,6,2,6,6,6,14,2,18,0,2,0,4,0,2,0,0,0,2,0,4,0,0,2,4,10
27376,2024,0,20,0,0,$153.00 ,10,E,7.0,880.0,Medium,2,4,8,6,10,10,4,16,0,2,0,0,2,0,0,2,0,4,0,4,0,2,2,2,10
27897,2024,0,20,0,0,$35.00 ,10,E,15.0,592.0,Medium,2,4,6,8,8,12,4,16,0,2,0,0,0,4,0,0,0,2,0,4,0,0,4,4,10
24714,2024,0,30,0,0,$92.00 ,10,E,9.0,707.0,Low,9,0,9,12,9,21,6,24,0,0,0,9,0,0,0,0,0,6,0,3,3,0,3,6,10
17347,2024,0,0,14,0,"$1,462.38 ",7,E,90.0,948.0,High,6,15,9,2,27,5,8,24,0,6,0,0,6,6,0,3,0,9,0,0,0,0,2,0,7
23142,2024,0,14,0,0,$60.00 ,7,E,9.0,852.0,Medium,0,2,8,4,4,10,2,12,0,0,0,0,0,0,0,2,0,4,0,4,0,0,2,2,7
15863,2024,2,5,0,0,$50.71 ,6,E,9.0,958.0,Medium,1,1,2,3,0,7,1,6,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,2,6
16848,2024,11,0,0,0,$72.91 ,5,E,76.0,924.0,Medium,2,4,5,0,11,0,0,11,0,2,0,0,0,4,0,0,0,5,0,0,0,0,0,0,5
6569,2023,0,15,0,0,$64.20 ,5,E,15.0,333.0,High,6,0,6,3,0,15,3,12,0,0,0,6,0,0,0,0,0,0,3,3,0,0,0,3,5
1792,2023,0,10,0,0,$29.80 ,5,E,33.0,451.0,Medium,2,0,2,6,2,8,4,6,0,2,0,0,0,0,0,0,0,0,0,2,0,0,4,2,5
8565,2023,0,10,0,0,$145.20 ,5,E,34.0,487.0,High,4,4,2,0,4,6,0,10,0,2,0,2,0,2,0,2,0,0,0,2,0,0,0,0,5
23538,2024,0,0,0,0,$253.00 ,5,E,1.0,470.0,High,0,4,0,16,12,8,16,4,0,0,0,0,4,0,0,0,0,0,0,0,4,4,8,0,5
1595,2023,0,20,0,0,$67.20 ,5,E,78.0,580.0,Medium,0,4,8,8,8,12,8,12,0,0,0,0,0,0,4,0,4,0,0,4,0,4,0,4,5
1595,2024,0,20,0,0,$60.00 ,5,E,78.0,796.0,Medium,4,4,12,0,12,8,0,20,0,0,0,4,0,4,0,0,0,8,0,4,0,0,0,0,5
4078,2023,0,20,2,0,$79.15 ,4,E,2.0,942.0,Low,0,2,2,6,0,10,5,5,0,0,0,0,0,0,2,0,0,0,0,2,0,0,3,3,4
19977,2024,8,0,0,0,$79.00 ,4,E,12.0,946.0,Medium,0,2,6,0,6,2,0,8,0,0,0,0,0,2,0,0,0,4,0,2,0,0,0,0,4
30007,2024,4,0,0,0,$20.50 ,4,E,2.0,933.0,Medium,1,0,1,2,3,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,4
6717,2023,14,0,0,0,$22.57 ,4,E,75.0,443.0,Low,8,4,0,2,12,2,0,14,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,2,4
465,2023,0,0,8,0,$9.75 ,4,E,18.0,576.0,Medium,0,2,0,6,2,6,6,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,2,4
25935,2024,10,0,0,0,$21.00 ,4,E,1.0,945.0,High,0,2,4,4,0,10,2,8,0,0,0,0,0,0,0,2,0,0,0,4,0,0,2,2,4
42908,2024,0,0,16,0,"$2,102.84 ",4,E,0.0,589.0,High,0,0,8,8,0,16,4,12,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,4,4
27779,2024,8,0,0,0,$90.31 ,4,E,79.0,929.0,Medium,0,2,2,4,2,6,0,8,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,4
16357,2024,8,0,0,0,$21.50 ,4,E,9.0,485.0,Medium,0,0,0,8,2,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,4
26199,2024,6,0,0,0,$71.04 ,4,E,83.0,883.0,High,1,0,0,5,0,6,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,4
2071,2023,3,0,0,0,$3.00 ,3,E,3.0,902.0,Medium,0,0,3,5,3,5,5,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,3
29587,2024,7,0,0,0,$68.86 ,3,E,6.0,641.0,Medium,0,0,4,3,6,1,1,6,0,0,0,0,0,0,0,0,0,4,0,0,0,2,1,0,3
19588,2024,6,0,0,0,$50.00 ,3,E,,950.0,Medium,0,0,2,4,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,3
23368,2024,0,0,0,0,$67.17 ,3,E,8.0,921.0,High,0,0,6,0,6,0,2,4,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,3
18666,2024,12,0,0,0,$38.83 ,3,E,28.0,956.0,Medium,2,0,4,6,6,6,0,12,0,0,0,2,0,0,0,0,0,0,0,4,0,6,0,0,3
14218,2023,12,0,0,0,$19.33 ,3,E,827.0,377.0,High,0,4,8,0,4,8,0,12,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,3
16974,2024,6,0,0,0,$33.42 ,3,E,19.0,934.0,Medium,0,2,0,4,2,4,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,3
26899,2024,6,0,0,0,$10.33 ,3,E,10.0,811.0,Low,0,4,0,2,0,6,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,3
25947,2024,9,0,0,0,$34.89 ,3,E,1.0,574.0,Medium,3,0,0,6,3,6,2,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3
22292,2024,3,0,0,0,$119.00 ,3,E,4.0,931.0,Low,1,1,1,0,2,1,0,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3
25703,2024,8,0,0,0,$42.25 ,3,E,5.0,926.0,Medium,0,0,6,2,4,4,0,8,0,0,0,0,0,0,0,0,0,2,0,4,0,2,0,0,3
24111,2024,6,0,0,0,$33.67 ,3,E,1.0,940.0,High,0,2,2,2,4,2,4,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,3
27146,2024,10,0,0,0,$7.05 ,3,E,12.0,955.0,Medium,0,0,0,10,6,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3
852,2023,7,0,0,0,$158.71 ,3,E,1233.0,493.0,High,0,0,3,4,0,7,2,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,3
24048,2024,0,9,0,0,$1.00 ,3,E,11.0,531.0,Medium,0,5,4,0,4,5,0,9,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,3
24564,2024,10,0,0,0,$82.20 ,3,E,1.0,880.0,Medium,0,2,4,4,2,8,6,4,0,0,0,0,2,0,0,0,0,0,0,4,0,0,4,0,3
16557,2024,3,0,0,0,$29.00 ,3,E,1.0,959.0,High,1,0,1,1,2,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3
26266,2024,0,9,0,0,$77.00 ,3,E,89.0,949.0,Low,6,0,3,0,3,6,0,9,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,3
37,2023,6,0,0,0,$161.33 ,3,E,4.0,614.0,Low,0,2,4,0,4,2,4,2,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,3
24777,2024,0,6,0,0,$61.67 ,3,E,63.0,896.0,Low,4,0,2,0,2,4,0,6,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,3
11418,2023,4,0,0,0,$95.00 ,2,E,34.0,720.0,Medium,0,0,4,0,2,2,0,4,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2
30915,2024,2,0,0,0,$19.50 ,2,E,4.0,886.0,Low,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
13401,2023,0,0,4,0,$19.00 ,2,E,1.0,493.0,Medium,0,0,2,2,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
29722,2024,5,0,0,0,$26.80 ,2,E,18.0,925.0,Low,0,0,2,3,3,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,2
32022,2024,6,0,0,0,$1.83 ,2,E,75.0,953.0,Low,0,4,0,2,0,6,2,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,2
30114,2024,3,0,0,0,$1.25 ,2,E,12.0,927.0,Medium,0,1,0,2,0,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2
30434,2024,9,0,0,0,$18.00 ,2,E,1.0,897.0,Low,0,0,0,9,6,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,2
17907,2024,8,0,0,0,$81.50 ,2,E,1.0,951.0,Medium,0,4,0,4,4,4,4,4,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,2
30484,2024,8,0,0,0,$71.00 ,2,E,7.0,443.0,High,0,4,0,4,8,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,2
30453,2024,6,0,0,0,$9.33 ,2,E,3.0,955.0,Medium,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2
11800,2023,3,0,0,0,$31.33 ,2,E,0.0,928.0,High,0,0,0,3,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2
17706,2024,8,0,0,0,$67.13 ,2,E,1.0,949.0,High,3,0,0,5,0,8,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,2
30065,2024,4,0,0,0,$53.00 ,2,E,4.0,923.0,Low,2,2,0,0,2,2,0,4,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
13627,2023,4,0,0,0,$22.00 ,2,E,103.0,324.0,Medium,0,0,0,4,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
13600,2023,4,0,0,0,$21.00 ,2,E,78.0,945.0,Low,0,2,0,2,0,4,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2
28116,2024,4,0,0,0,$29.50 ,2,E,294.0,958.0,Medium,0,2,0,2,0,4,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
11208,2024,6,0,0,0,$32.00 ,2,E,10.0,388.0,High,0,0,4,2,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,2
16628,2024,6,0,0,0,$31.50 ,2,E,12.0,904.0,Low,0,0,0,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2
16883,2024,8,0,0,0,$68.00 ,2,E,10.0,925.0,Low,0,0,0,8,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,2
16780,2024,4,0,0,0,$69.29 ,2,E,10.0,853.0,Medium,0,0,0,7,0,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2
16816,2024,3,0,5,0,$52.38 ,2,E,11.0,947.0,High,0,0,0,8,0,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2
16347,2024,10,0,0,0,$73.00 ,2,E,42.0,922.0,High,0,5,0,5,10,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,2
8143,2023,2,0,0,0,$87.00 ,2,E,4.0,284.0,Low,0,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
8320,2023,4,0,0,0,$72.00 ,2,E,2.0,364.0,Low,0,0,2,2,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
27681,2024,2,0,0,0,$16.50 ,2,E,21.0,935.0,Medium,2,0,2,0,2,2,0,4,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
16169,2024,8,0,0,0,$5.75 ,2,E,139.0,950.0,Medium,0,6,2,0,2,6,0,8,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,2
16189,2024,4,0,0,0,$25.25 ,2,E,17.0,904.0,High,0,2,0,2,0,4,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2
8358,2023,4,0,0,0,$20.00 ,2,E,10.0,955.0,High,0,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2
16532,2024,2,0,0,0,$8.50 ,2,E,86.0,943.0,Medium,0,1,0,1,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
16570,2024,4,0,2,0,$79.67 ,2,E,9.0,960.0,High,4,2,0,0,6,0,0,6,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
15982,2024,0,0,11,0,$101.71 ,2,E,0.0,953.0,Low,0,0,13,0,2,11,0,13,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0,2
28334,2024,4,0,0,0,$14.00 ,2,E,26.0,920.0,High,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2
17432,2024,0,0,4,0,$59.30 ,2,E,8.0,416.0,High,0,0,2,2,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2
11234,2023,4,0,0,0,$51.50 ,2,E,73.0,977.0,Medium,2,0,2,0,2,2,0,4,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2
29575,2024,4,0,0,0,$39.00 ,2,E,1.0,894.0,Medium,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2
29205,2024,8,0,0,0,$97.50 ,2,E,73.0,968.0,Medium,0,0,8,0,8,0,4,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,2
29321,2024,6,0,0,0,$40.67 ,2,E,0.0,935.0,Medium,0,0,4,2,6,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,2
17049,2024,1,0,4,0,$77.40 ,2,E,0.0,948.0,Medium,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2
28438,2024,6,0,0,0,$92.26 ,2,E,9.0,925.0,Low,2,4,0,0,2,4,0,6,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2
7313,2023,0,4,0,0,$36.00 ,2,E,68.0,937.0,Low,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
3110,2024,0,0,4,0,$65.44 ,2,E,4.0,331.0,Low,0,2,0,2,0,4,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
27209,2024,0,0,5,0,$55.88 ,2,E,11.0,605.0,Medium,0,3,0,2,0,5,2,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,2
3962,2024,2,0,0,0,$15.00 ,2,E,2.0,839.0,Medium,0,0,2,2,2,2,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
28697,2024,4,0,0,0,$88.00 ,2,E,10.0,881.0,High,2,0,2,0,4,0,0,4,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
465,2024,2,0,2,0,$46.27 ,2,E,18.0,591.0,Low,0,0,0,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2
42469,2024,6,0,0,0,$86.00 ,2,E,9.0,304.0,Low,0,3,3,0,3,3,0,6,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,2
2726,2023,3,0,6,0,$65.00 ,2,E,78.0,892.0,Low,0,0,9,0,9,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2
4741,2023,5,0,0,0,$4.00 ,2,E,77.0,545.0,High,0,3,0,2,0,5,3,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2
20817,2024,5,0,0,0,$200.63 ,2,E,1.0,955.0,Low,0,2,3,0,3,2,0,5,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,2
2758,2023,4,0,2,0,$33.00 ,2,E,1.0,915.0,High,0,0,4,2,4,2,2,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,2
22592,2024,4,0,0,0,$86.50 ,2,E,10.0,942.0,Low,2,0,2,0,2,2,0,4,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
24660,2024,4,0,0,0,$74.00 ,2,E,34.0,919.0,Low,0,0,4,0,2,2,0,4,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2
24685,2024,0,0,22,0,$25.36 ,2,E,47.0,953.0,Low,0,20,2,0,22,0,0,22,0,0,0,0,0,20,0,0,0,2,0,0,0,0,0,0,2
23330,2024,0,0,10,0,$3.00 ,2,E,6.0,935.0,Medium,0,2,10,0,10,2,0,12,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,2
42567,2024,0,0,4,0,$50.50 ,2,E,3.0,882.0,Medium,0,2,0,2,4,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2
18917,2024,4,0,0,0,$32.50 ,2,E,3.0,950.0,Medium,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
42647,2024,0,4,0,0,$16.00 ,2,E,32.0,388.0,High,0,0,4,0,2,2,0,4,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2
22770,2024,0,0,6,0,$64.76 ,2,E,3.0,427.0,Medium,0,0,5,1,5,1,1,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,2
19088,2024,4,0,0,0,$39.00 ,2,E,7.0,614.0,Medium,0,0,2,2,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2
21927,2024,6,0,0,0,$27.42 ,2,E,8.0,915.0,High,0,0,0,6,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2
