AccountNumber,Season,SingleGameTickets,PartialPlanTickets,GroupTickets,STM,AvgSpend,GamesAttended,FanSegment,DistanceToArena,BasketballPropensity,SocialMediaEngagement,A Games,B Games,C Games,D Games,Weekend Games,Weekday Games,Promotional Games,Non Promo Games,A + Weekend + Promo,A + Weekend + nonPromo,A + Weekday + Promo,A + Weekday + nonPromo,B + Weekend + Promo,B + Weekend + nonPromo,B + Weekday + Promo,B + Weekday + nonPromo,C + Weekend + Promo,C + Weekend + nonPromo,C + Weekday + Promo,C + Weekday + nonPromo,D + Weekend + Promo,D + Weekend + nonPromo,D + Weekday + Promo,D + Weekday + nonPromo,NumGamesAttend
30670,2024,0,20,0,0,$124.00 ,10,A,2.0,926.0,Medium,6,2,8,4,8,12,2,18,0,2,0,4,2,0,0,0,0,4,0,4,0,0,0,4,10
18335,2024,0,20,0,0,$40.00 ,10,A,9.0,904.0,Low,4,6,2,8,6,14,0,20,0,2,0,2,0,2,0,4,0,0,0,2,0,2,0,6,10
3091,2023,0,20,0,0,$89.60 ,10,A,50.0,427.0,High,4,4,6,6,10,10,4,16,0,2,0,2,0,2,0,2,0,4,0,2,2,0,2,2,10
20131,2024,0,40,0,0,$153.00 ,10,A,55.0,894.0,Medium,12,4,16,8,16,24,4,36,0,4,0,8,4,0,0,0,0,8,0,8,0,0,0,8,10
18497,2024,0,20,0,0,$133.00 ,10,A,20.0,965.0,Medium,6,4,6,4,6,14,0,20,0,0,0,6,0,2,0,2,0,4,0,2,0,0,0,4,10
22838,2024,0,20,0,0,$130.00 ,10,A,20.0,968.0,Medium,2,4,6,8,10,10,6,14,0,2,0,0,0,0,0,4,2,2,0,2,0,4,4,0,10
22849,2024,0,20,0,0,$125.00 ,10,A,4.0,910.0,Medium,6,0,6,8,6,14,4,16,0,0,0,6,0,0,0,0,0,4,0,2,2,0,2,4,10
23124,2024,0,10,0,0,$165.00 ,10,A,2.0,921.0,Low,2,3,3,2,5,5,1,9,0,1,0,1,1,1,0,1,0,2,0,1,0,0,0,2,10
20273,2024,0,20,0,0,$58.00 ,10,A,17.0,794.0,Medium,2,2,6,10,8,12,6,14,0,0,0,2,0,2,0,0,0,4,0,2,2,0,4,4,10
23263,2024,0,20,0,0,$41.00 ,10,A,19.0,929.0,Medium,4,4,4,8,10,10,6,14,0,4,0,0,0,2,0,2,2,0,0,2,0,2,4,2,10
15792,2024,0,20,0,0,$117.00 ,10,A,58.0,470.0,Medium,2,6,6,6,8,12,2,18,0,0,0,2,0,4,0,2,0,4,0,2,0,0,2,4,10
42783,2024,0,30,0,0,$57.33 ,10,A,12.0,931.0,High,6,4,6,14,12,18,8,22,0,0,0,6,0,2,0,2,0,6,0,0,4,0,4,6,10
114,2023,0,20,0,0,$63.90 ,10,A,10.0,421.0,Medium,2,2,2,14,2,18,6,14,0,0,0,2,0,0,0,2,0,0,2,0,2,0,2,10,10
16075,2024,0,20,0,0,$73.00 ,10,A,10.0,938.0,Low,6,2,8,4,8,12,2,18,0,2,0,4,2,0,0,0,0,4,0,4,0,0,0,4,10
16073,2024,0,40,0,0,$128.00 ,10,A,4.0,951.0,Low,2,6,6,6,8,12,2,18,0,0,0,2,0,2,0,4,0,4,0,2,0,2,2,2,10
15907,2024,0,20,0,0,$148.00 ,10,A,20.0,881.0,Medium,4,2,4,10,8,12,6,14,0,2,0,2,0,2,0,0,0,2,0,2,2,0,4,4,10
16062,2024,0,20,0,0,$137.00 ,10,A,6.0,242.0,Medium,4,4,4,8,8,12,4,16,0,0,0,4,0,2,0,2,0,4,0,0,2,0,2,4,10
20565,2024,0,20,0,0,$32.00 ,10,A,8.0,927.0,Medium,2,4,6,8,8,12,4,16,0,2,0,0,0,4,0,0,0,2,0,4,0,0,4,4,10
30711,2024,0,20,0,0,$294.00 ,10,A,13.0,968.0,High,6,0,6,8,6,14,4,16,0,0,0,6,0,0,0,0,0,4,0,2,2,0,2,4,10
24859,2024,0,20,0,0,$117.00 ,10,A,54.0,964.0,High,4,2,4,10,10,10,8,12,0,2,0,2,0,0,0,2,2,2,0,0,2,2,4,2,10
20688,2024,0,20,0,0,$198.50 ,10,A,4.0,964.0,Medium,6,2,6,6,6,14,2,18,0,2,0,4,0,2,0,0,0,2,0,4,0,0,2,4,10
42944,2024,0,20,0,0,$107.00 ,10,A,33.0,927.0,Low,6,4,6,4,6,14,0,20,0,0,0,6,0,2,0,2,0,4,0,2,0,0,0,4,10
22827,2024,0,20,0,0,$378.00 ,10,A,23.0,468.0,Medium,4,2,8,6,6,14,2,18,0,0,0,4,0,0,0,2,0,4,0,4,0,2,2,2,10
30903,2024,0,20,0,0,$138.00 ,10,A,202.0,964.0,Medium,6,4,6,4,6,14,0,20,0,0,0,6,0,2,0,2,0,4,0,2,0,0,0,4,10
20229,2024,0,20,0,0,$140.00 ,10,A,2.0,562.0,Medium,6,0,6,8,6,14,4,16,0,0,0,6,0,0,0,0,0,4,0,2,2,0,2,4,10
16094,2024,0,20,0,0,$144.00 ,10,A,7.0,947.0,Low,4,4,4,8,10,10,6,14,0,4,0,0,0,2,0,2,2,0,0,2,0,2,4,2,10
20573,2024,0,20,0,0,$144.00 ,10,A,30.0,927.0,High,4,4,6,6,4,16,0,20,0,2,0,2,0,0,0,4,0,2,0,4,0,0,0,6,10
16421,2024,0,20,0,0,$144.00 ,10,A,8.0,853.0,Medium,0,4,8,8,8,12,4,16,0,0,0,0,0,2,0,2,0,4,0,4,0,2,4,2,10
22351,2024,0,20,0,0,$50.00 ,10,A,6.0,493.0,Medium,2,4,12,2,16,4,0,20,0,0,0,2,0,4,0,0,0,10,0,2,0,2,0,0,10
21619,2024,0,20,0,0,$111.00 ,10,A,7.0,874.0,Low,4,4,6,6,4,16,0,20,0,2,0,2,0,0,0,4,0,2,0,4,0,0,0,6,10
29712,2024,0,20,0,0,$88.00 ,10,A,42.0,814.0,Medium,4,2,6,8,10,10,6,14,0,2,0,2,2,0,0,0,0,4,0,2,2,0,2,4,10
17570,2024,0,20,0,0,$276.00 ,10,A,3.0,934.0,High,2,2,6,10,8,12,6,14,0,0,0,2,0,2,0,0,0,4,0,2,2,0,4,4,10
25691,2024,0,40,0,0,$74.00 ,10,A,75.0,982.0,Medium,8,12,8,12,16,24,4,36,0,4,0,4,0,8,0,4,0,4,0,4,0,0,4,8,10
22402,2024,0,20,0,0,$121.50 ,10,A,15.0,931.0,Medium,6,4,6,4,6,14,0,20,0,0,0,6,0,2,0,2,0,4,0,2,0,0,0,4,10
29768,2024,0,20,0,0,$84.00 ,10,A,74.0,548.0,High,4,6,6,4,10,10,2,18,0,2,0,2,2,2,0,2,0,4,0,2,0,0,0,4,10
24140,2024,0,20,0,0,$200.00 ,10,A,78.0,974.0,Low,6,0,6,8,6,14,4,16,0,0,0,6,0,0,0,0,0,4,0,2,2,0,2,4,10
17140,2024,0,20,0,0,$72.00 ,10,A,13.0,936.0,High,4,6,4,6,8,12,2,18,0,2,0,2,0,4,0,2,0,2,0,2,0,0,2,4,10
1099,2024,0,10,0,0,$38.00 ,10,A,4.0,416.0,Low,6,2,8,4,8,12,2,18,0,2,0,4,2,0,0,0,0,4,0,4,0,0,0,4,10
1228,2024,0,20,0,0,$47.50 ,10,A,65.0,947.0,Low,4,4,4,8,8,12,4,16,0,0,0,4,0,2,0,2,0,4,0,0,2,0,2,4,10
1320,2024,0,20,0,0,$53.73 ,10,A,6.0,857.0,Medium,2,2,4,12,6,14,16,4,0,0,0,2,2,0,0,0,2,0,0,2,2,0,10,0,10
1405,2024,0,20,0,0,$100.50 ,10,A,9.0,913.0,High,4,4,4,8,8,12,4,16,0,0,0,4,0,2,0,2,0,4,0,0,2,0,2,4,10
1530,2024,0,10,0,0,$60.00 ,10,A,74.0,369.0,Low,0,6,8,6,8,12,4,16,0,0,0,0,2,2,0,2,0,4,0,4,0,0,2,4,10
26929,2024,0,20,0,0,$87.00 ,10,A,13.0,921.0,Medium,2,4,8,6,10,10,4,16,0,2,0,0,2,2,0,0,0,4,0,4,0,0,2,4,10
22526,2024,0,20,0,0,$73.00 ,10,A,10.0,895.0,Medium,4,4,4,8,6,14,8,12,0,2,0,2,2,0,0,2,0,2,0,2,0,0,6,2,10
27276,2024,0,20,0,0,$211.20 ,10,A,29.0,306.0,Medium,2,6,4,8,6,14,4,16,0,2,0,0,0,4,0,2,0,0,0,4,0,0,4,4,10
18798,2024,0,20,0,0,$109.00 ,10,A,22.0,452.0,Medium,4,2,4,10,8,12,6,14,0,2,0,2,0,2,0,0,0,2,0,2,2,0,4,4,10
