AccountNumber,Season,SingleGameTickets,PartialPlanTickets,GroupTickets,STM,AvgSpend,GamesAttended,FanSegment,DistanceToArena,BasketballPropensity,SocialMediaEngagement,A Games,B Games,C Games,D Games,Weekend Games,Weekday Games,Promotional Games,Non Promo Games,A + Weekend + Promo,A + Weekend + nonPromo,A + Weekday + Promo,A + Weekday + nonPromo,B + Weekend + Promo,B + Weekend + nonPromo,B + Weekday + Promo,B + Weekday + nonPromo,C + Weekend + Promo,C + Weekend + nonPromo,C + Weekday + Promo,C + Weekday + nonPromo,D + Weekend + Promo,D + Weekend + nonPromo,D + Weekday + Promo,D + Weekday + nonPromo,NumGamesAttend
33488,2024,0,12,0,0,$0.94 ,22,Limited Data,737.0,462.0,Low,16,12,16,48,32,60,16,76,0,12,0,4,0,4,0,8,0,8,0,8,0,8,16,24,22
22320,2024,0,0,0,0,$50.61 ,22,Limited Data,,,High,4,4,12,24,14,30,10,34,0,4,0,0,0,0,0,4,0,6,0,6,0,4,10,10,22
34224,2024,0,0,0,0,$35.39 ,22,Limited Data,3.0,,Medium,8,8,20,52,28,60,20,68,0,8,0,0,0,0,0,8,0,12,0,8,0,8,20,24,22
31246,2024,0,0,0,0,$11.04 ,22,Limited Data,243.0,968.0,Medium,12,12,40,84,48,100,28,120,0,12,0,0,0,0,0,12,0,20,0,20,0,16,28,40,22
29867,2024,2,40,2,0,$113.14 ,22,Limited Data,4.0,908.0,Medium,8,6,14,16,16,28,8,36,0,4,0,4,0,2,0,4,2,4,0,8,0,4,6,6,22
20182,2024,0,0,0,0,$55.93 ,22,Limited Data,344.0,984.0,High,8,4,24,52,28,60,20,68,0,8,0,0,0,0,0,4,0,12,0,12,0,8,20,24,22
34205,2024,0,0,0,0,$1.39 ,22,Limited Data,3.0,,Medium,8,8,20,52,28,60,20,68,0,8,0,0,0,0,0,8,0,12,0,8,0,8,20,24,22
34193,2024,0,0,0,0,$55.61 ,22,Limited Data,8.0,,Medium,8,4,24,52,28,60,20,68,0,8,0,0,0,0,0,4,0,12,0,12,0,8,20,24,22
34231,2024,0,0,0,0,$8.39 ,22,Limited Data,6.0,,Medium,8,8,20,52,28,60,20,68,0,8,0,0,0,0,0,8,0,12,0,8,0,8,20,24,22
7189,2024,0,2,0,0,$11.33 ,22,Limited Data,1.0,,High,9,8,10,22,16,33,8,41,0,2,0,7,0,4,0,4,0,6,0,4,2,2,6,12,22
27717,2024,27,0,0,0,$19.59 ,22,Limited Data,6.0,945.0,High,3,4,7,13,8,19,4,23,0,3,0,0,0,0,0,4,0,3,0,4,0,2,4,7,22
11910,2024,0,0,0,0,$13.00 ,22,Limited Data,88.0,,Low,12,4,16,16,24,24,10,38,0,6,0,6,0,0,0,4,2,10,0,4,2,4,6,4,22
34194,2024,0,0,0,0,$17.61 ,22,Limited Data,43.0,,Medium,8,8,24,48,28,60,16,72,0,8,0,0,0,0,0,8,0,12,0,12,0,8,16,24,22
34196,2024,0,0,0,0,$4.61 ,22,Limited Data,4.0,,Medium,8,4,24,52,28,60,20,68,0,8,0,0,0,0,0,4,0,12,0,12,0,8,20,24,22
34233,2024,0,0,0,0,$52.61 ,21,Limited Data,6.0,,Medium,8,8,20,48,28,56,20,64,0,8,0,0,0,0,0,8,0,12,0,8,0,8,20,20,21
35034,2024,0,0,0,0,$8.03 ,21,Limited Data,712.0,,Medium,8,4,20,52,28,56,20,64,0,8,0,0,0,0,0,4,0,12,0,8,0,8,20,24,21
1393,2024,0,80,0,0,$257.50 ,21,Limited Data,13.0,,Medium,16,8,40,32,32,64,20,76,0,4,0,12,0,4,0,4,4,12,0,24,4,4,12,12,21
34227,2024,0,0,0,0,$10.39 ,21,Limited Data,6.0,,Medium,8,4,20,52,28,56,20,64,0,8,0,0,0,0,0,4,0,12,0,8,0,8,20,24,21
29956,2024,2,42,10,0,$142.06 ,21,Limited Data,2.0,462.0,Low,12,6,14,22,22,32,8,46,0,8,0,4,2,0,0,4,2,6,0,6,0,4,4,14,21
34232,2024,0,0,0,0,$53.61 ,21,Limited Data,6.0,,Medium,8,8,20,48,28,56,20,64,0,8,0,0,0,0,0,8,0,12,0,8,0,8,20,20,21
42228,2024,0,0,0,0,$51.00 ,21,Limited Data,23.0,961.0,Medium,32,24,48,60,56,108,24,140,0,8,0,24,0,8,0,16,0,32,0,16,0,8,24,28,21
32706,2024,0,80,0,0,$305.88 ,21,Limited Data,,,High,8,32,24,64,32,96,12,116,0,4,0,4,0,12,0,20,0,12,0,12,0,4,12,48,21
34211,2024,0,0,0,0,$9.61 ,21,Limited Data,0.0,,Medium,8,8,20,48,28,56,20,64,0,8,0,0,0,0,0,8,0,12,0,8,0,8,20,20,21
29692,2024,0,0,0,0,$53.61 ,21,Limited Data,737.0,,Low,8,8,24,44,28,56,16,68,0,8,0,0,0,0,0,8,0,12,0,12,0,8,16,20,21
16937,2024,0,0,0,0,$112.59 ,21,Limited Data,17.0,,Low,24,60,72,97,108,145,60,193,0,12,0,12,12,24,0,24,12,24,0,36,12,12,24,49,21
34216,2024,0,0,0,0,$32.39 ,21,Limited Data,4.0,,Medium,8,8,20,48,28,56,20,64,0,8,0,0,0,0,0,8,0,12,0,8,0,8,20,20,21
8558,2024,0,40,0,0,$215.00 ,20,Limited Data,8.0,362.0,Low,12,16,20,32,32,48,16,64,0,4,0,8,0,12,0,4,0,12,0,8,4,0,12,16,20
3134,2023,0,80,0,0,$153.00 ,20,Limited Data,10.0,927.0,High,4,20,20,36,24,56,20,60,0,0,0,4,0,4,4,12,4,8,4,4,4,4,4,24,20
30282,2024,0,80,0,0,$125.00 ,20,Limited Data,38.0,907.0,Low,20,8,20,32,32,48,20,60,0,8,0,12,0,4,0,4,4,8,0,8,4,4,12,12,20
33039,2024,0,20,0,0,$158.00 ,20,Limited Data,1.0,,Low,3,4,3,10,6,14,8,12,0,1,0,2,1,1,0,2,1,0,0,2,1,1,5,3,20
28740,2024,0,40,0,0,$291.00 ,20,Limited Data,17.0,539.0,High,8,6,12,14,14,26,8,32,0,2,0,6,2,2,0,2,0,6,0,6,2,0,4,8,20
14177,2024,0,0,0,0,$30.00 ,20,Limited Data,17.0,,Medium,12,16,28,24,28,52,8,72,0,0,0,12,0,8,0,8,0,16,0,12,0,4,8,12,20
27910,2024,0,40,0,0,$117.56 ,20,Limited Data,7.0,,High,14,32,12,32,36,54,16,74,0,2,0,12,2,26,0,4,0,6,0,6,0,0,14,18,20
34234,2024,0,0,0,0,$7.61 ,20,Limited Data,4.0,,High,8,8,20,44,28,52,16,64,0,8,0,0,0,0,0,8,0,12,0,8,0,8,16,20,20
905,2023,0,40,0,0,$71.85 ,20,Limited Data,58.0,931.0,High,8,8,14,10,12,28,8,32,0,4,0,4,0,2,4,2,2,4,2,6,0,0,0,10,20
26815,2024,0,80,0,0,$151.00 ,20,Limited Data,10.0,950.0,High,20,16,20,24,32,48,12,68,0,8,0,12,0,8,0,8,4,8,0,8,0,4,8,12,20
32720,2024,0,80,0,0,$149.00 ,20,Limited Data,10.0,,Low,8,24,24,24,36,44,16,64,0,4,0,4,4,8,0,12,4,12,0,8,0,4,8,12,20
22800,2024,0,40,0,0,$110.00 ,20,Limited Data,15.0,440.0,Low,8,6,12,14,16,24,8,32,0,4,0,4,0,2,0,4,2,4,0,6,0,4,6,4,20
32691,2024,0,80,0,0,$144.00 ,20,Limited Data,11.0,499.0,Low,16,16,24,24,28,52,8,72,0,4,0,12,0,12,0,4,0,12,0,12,0,0,8,16,20
32612,2024,0,63,0,0,$200.18 ,20,Limited Data,29.0,731.0,Low,9,12,21,21,23,40,6,57,0,0,0,9,0,6,0,6,0,12,0,9,0,5,6,10,20
32483,2024,0,40,0,0,$121.00 ,20,Limited Data,10.0,,Medium,4,10,14,12,18,22,6,34,0,2,0,2,2,4,0,4,0,8,0,6,0,2,4,6,20
31295,2024,0,80,0,0,$238.25 ,20,Limited Data,458.0,,Medium,16,12,24,28,28,52,16,64,0,0,0,16,0,8,0,4,4,12,0,8,4,0,8,16,20
27039,2024,0,40,0,0,$287.00 ,20,Limited Data,30.0,558.0,Low,10,4,10,16,16,24,10,30,0,4,0,6,0,2,0,2,2,4,0,4,2,2,6,6,20
1393,2023,0,80,0,0,$232.27 ,20,Limited Data,13.0,,Medium,30,12,20,36,32,66,20,78,0,4,0,26,0,4,4,4,4,8,0,8,8,4,4,20,20
29614,2024,0,0,0,0,$19.76 ,20,Limited Data,737.0,671.0,Low,4,8,20,48,20,60,16,64,0,4,0,0,0,0,0,8,0,8,0,12,0,8,16,24,20
872,2024,0,0,0,0,$12.00 ,20,Limited Data,,,High,8,4,12,16,14,26,8,32,0,2,0,6,0,2,0,2,0,6,0,6,2,2,6,6,20
29185,2024,0,40,0,0,$245.00 ,20,Limited Data,668.0,663.0,Medium,10,4,10,16,16,24,10,30,0,4,0,6,0,2,0,2,2,4,0,4,2,2,6,6,20
3134,2024,0,80,0,0,$174.45 ,20,Limited Data,10.0,,Medium,16,20,16,28,20,60,0,80,0,8,0,8,0,4,0,16,0,4,0,12,0,4,0,24,20
2874,2023,0,40,0,0,$66.70 ,20,Limited Data,15.0,,Medium,4,6,10,20,8,32,12,28,0,2,0,2,0,0,2,4,0,4,2,4,2,0,6,12,20
3158,2024,0,0,0,0,$4.00 ,19,Limited Data,,,Low,8,8,14,60,20,70,17,73,0,4,0,4,0,4,0,4,0,4,0,10,0,8,17,35,19
20594,2024,10,30,0,0,$129.24 ,18,Limited Data,47.0,728.0,High,10,8,10,12,14,26,6,34,0,2,0,8,2,2,0,4,0,6,0,4,0,2,4,6,18
7987,2024,0,0,0,0,$49.00 ,18,Limited Data,2.0,,Medium,8,8,24,29,22,47,7,62,0,4,0,4,0,4,0,4,0,8,0,16,0,6,7,16,18
2881,2023,0,0,0,0,$30.00 ,18,Limited Data,,,Medium,4,8,6,18,8,28,10,26,0,2,0,2,0,2,2,4,0,2,2,2,2,0,4,12,18
29096,2024,0,0,0,0,$39.00 ,18,Limited Data,1.0,,Medium,8,8,24,41,20,61,17,64,0,4,0,4,0,4,0,4,0,12,0,12,0,0,17,24,18
16662,2024,0,0,0,0,$25.61 ,17,Limited Data,30.0,200.0,High,2,4,6,22,10,24,6,28,0,2,0,0,0,0,0,4,0,4,0,2,0,4,6,12,17
22998,2024,2,0,0,0,$41.32 ,17,Limited Data,9.0,927.0,Medium,1,2,6,9,6,12,3,15,0,1,0,0,0,0,0,2,0,3,0,3,0,2,3,4,17
19369,2024,0,0,0,0,$1.00 ,17,Limited Data,10.0,926.0,Medium,6,6,12,34,10,48,15,43,0,2,0,4,0,4,0,2,0,4,0,8,0,0,15,19,17
3563,2024,0,0,0,0,$26.00 ,17,Limited Data,2.0,,Low,6,4,25,47,17,65,13,69,0,2,0,4,0,4,0,0,0,11,0,14,0,0,13,34,17
33282,2024,0,0,0,0,$2.00 ,17,Limited Data,2.0,503.0,Medium,12,6,23,46,22,65,10,77,0,8,0,4,0,3,0,3,0,11,0,12,0,0,10,36,17
9326,2023,26,0,0,0,$25.54 ,17,Limited Data,13.0,,Medium,5,8,5,8,10,16,5,21,0,2,0,3,0,4,3,1,0,4,0,1,0,0,2,6,17
33658,2024,0,0,0,0,$46.61 ,17,Limited Data,6.0,751.0,Medium,2,2,3,10,4,13,4,13,0,2,0,0,0,0,0,2,0,1,0,2,0,1,4,5,17
2334,2023,0,30,60,0,$96.54 ,17,Limited Data,7.0,,Low,2,8,8,74,12,80,66,26,0,0,0,2,0,2,2,4,2,4,0,2,2,2,60,10,17
1746,2024,0,20,0,0,$53.00 ,16,Limited Data,9.0,,Medium,4,21,12,15,18,34,17,35,0,2,0,2,4,8,0,9,0,2,0,10,2,0,11,2,16
26873,2024,0,0,0,0,$146.00 ,16,Limited Data,3.0,926.0,Low,2,2,6,22,10,22,8,24,0,2,0,0,0,0,0,2,0,4,0,2,0,4,8,10,16
33617,2024,28,0,0,0,$40.86 ,16,Limited Data,1.0,,Medium,0,4,7,17,3,25,10,18,0,0,0,0,0,0,0,4,0,3,0,4,0,0,10,7,16
33976,2024,0,0,0,0,$45.61 ,16,Limited Data,20.0,259.0,Medium,2,4,4,22,4,28,10,22,0,2,0,0,0,0,0,4,0,0,0,4,0,2,10,10,16
25165,2024,0,30,2,0,$167.06 ,16,Limited Data,10.0,538.0,Medium,4,6,8,14,14,18,8,24,0,4,0,0,0,4,0,2,2,2,0,4,0,2,6,6,16
2087,2023,0,30,2,0,$137.50 ,16,Limited Data,7.0,,Medium,8,6,6,12,12,20,8,24,0,4,0,4,0,2,2,2,0,4,0,2,2,0,4,6,16
20657,2024,3,60,0,0,$185.73 ,16,Limited Data,9.0,486.0,Medium,12,16,31,16,36,39,4,71,0,4,0,8,0,12,0,4,4,16,0,11,0,0,0,16,16
31332,2024,0,30,10,0,$33.25 ,16,Limited Data,4.0,489.0,Medium,14,8,8,10,22,18,4,36,0,12,0,2,0,6,0,2,0,4,0,4,0,0,4,6,16
33283,2024,0,0,0,0,$9.00 ,15,Limited Data,6.0,,Medium,4,4,15,37,14,46,16,44,0,0,0,4,0,4,0,0,0,8,0,7,0,2,16,19,15
1551,2023,0,30,0,0,$155.47 ,15,Limited Data,73.0,,Medium,4,6,10,10,14,16,8,22,0,2,0,2,0,2,2,2,2,4,0,4,2,2,2,4,15
32475,2024,0,30,0,0,$111.67 ,15,Limited Data,100.0,900.0,Medium,6,4,10,10,12,18,6,24,0,2,0,4,0,0,0,4,2,4,0,4,0,4,4,2,15
2929,2023,5,10,0,0,$26.27 ,15,Limited Data,1.0,946.0,Low,1,3,2,9,0,15,3,12,0,0,0,1,0,0,1,2,0,0,0,2,0,0,2,7,15
35528,2024,0,0,0,0,$27.72 ,14,Limited Data,889.0,967.0,High,8,4,12,32,24,32,8,48,0,8,0,0,0,0,0,4,0,8,0,4,0,8,8,16,14
25496,2024,7,0,740,0,$82.46 ,14,Limited Data,81.0,646.0,Low,65,94,266,322,207,540,234,513,0,65,0,0,0,0,0,94,44,98,0,124,0,0,190,132,14
29107,2024,0,0,0,0,$22.00 ,14,Limited Data,1.0,,Medium,10,3,16,38,21,46,10,57,0,8,0,2,0,3,0,0,0,8,0,8,0,2,10,26,14
3832,2023,26,0,0,0,$11.58 ,13,Limited Data,41.0,,Low,0,6,4,16,4,22,10,16,0,0,0,0,0,4,2,0,0,0,1,3,0,0,7,9,13
19361,2024,0,0,0,0,$35.00 ,13,Limited Data,0.0,,Medium,12,4,9,38,12,51,10,53,0,8,0,4,0,0,0,4,0,0,0,9,0,4,10,24,13
2929,2024,15,0,0,0,$40.40 ,13,Limited Data,734.0,786.0,Medium,1,2,4,8,5,10,9,6,0,0,0,1,1,0,0,1,1,0,0,3,2,1,5,0,13
33284,2024,0,0,0,0,$3.00 ,13,Limited Data,12.0,,Medium,2,4,19,22,10,37,4,43,0,2,0,0,0,0,0,4,0,8,0,11,0,0,4,18,13
31073,2024,4,22,0,0,$242.62 ,13,Limited Data,12.0,842.0,Medium,6,4,12,4,10,16,2,24,0,2,0,4,2,0,0,2,0,6,0,6,0,0,0,4,13
26718,2024,2,22,12,0,$154.47 ,13,Limited Data,9.0,902.0,Medium,6,2,18,10,18,18,6,30,0,0,0,6,0,0,0,2,0,16,0,2,2,0,4,4,13
7974,2023,29,0,0,0,$35.83 ,12,Limited Data,10.0,,Low,0,7,3,19,5,24,9,20,0,0,0,0,0,4,0,3,0,1,0,2,0,0,9,10,12
19617,2024,0,0,0,0,$35.00 ,12,Limited Data,,,Medium,6,3,15,49,13,60,17,56,0,2,0,4,0,3,0,0,0,8,0,7,0,0,17,32,12
26568,2024,0,23,2,0,$107.60 ,12,Limited Data,8.0,297.0,Medium,4,6,9,6,13,12,4,21,0,2,0,2,2,2,0,2,0,7,0,2,0,0,2,4,12
24387,2024,0,35,8,0,$92.09 ,12,Limited Data,12.0,677.0,Medium,12,2,20,9,17,26,2,41,0,2,0,10,0,2,0,0,0,13,0,7,0,0,2,7,12
22124,2024,0,22,2,0,$96.57 ,12,Limited Data,4.0,533.0,Medium,2,2,6,14,8,16,8,16,0,0,0,2,0,2,0,0,0,4,0,2,2,0,6,6,12
29117,2024,0,0,0,0,$44.00 ,12,Limited Data,24.0,,Medium,4,4,17,22,10,37,10,37,0,0,0,4,0,4,0,0,0,6,0,11,0,0,10,12,12
23973,2024,2,22,0,0,$57.88 ,12,Limited Data,2.0,376.0,Medium,6,6,8,4,12,12,2,22,0,2,0,4,2,2,0,2,0,6,0,2,0,0,0,4,12
22033,2024,0,20,2,0,$78.09 ,11,Limited Data,9.0,558.0,High,6,2,8,6,8,14,2,20,0,2,0,4,2,0,0,0,0,4,0,4,0,0,0,6,11
33370,2024,0,30,10,0,$144.57 ,11,Limited Data,15.0,,High,3,3,8,28,9,33,34,8,0,0,0,3,3,0,0,0,3,0,0,5,3,0,25,0,11
31082,2024,0,23,0,0,$93.10 ,11,Limited Data,15.0,673.0,Low,6,2,8,7,8,15,2,21,0,2,0,4,2,0,0,0,0,4,0,4,0,0,0,7,11
29336,2024,0,22,0,0,$57.75 ,11,Limited Data,591.0,,Medium,4,4,12,2,18,4,0,22,0,2,0,2,0,4,0,0,0,10,0,2,0,2,0,0,11
33372,2024,1,20,0,0,$30.24 ,11,Limited Data,10.0,934.0,Medium,4,9,6,2,6,15,0,21,0,0,0,4,0,2,0,7,0,4,0,2,0,0,0,2,11
33369,2024,0,44,0,0,$159.45 ,11,Limited Data,75.0,961.0,Low,4,6,6,6,6,16,0,22,0,2,0,2,0,2,0,4,0,2,0,4,0,0,0,6,11
33527,2024,0,20,2,0,$96.82 ,11,Limited Data,58.0,542.0,High,2,2,2,16,6,16,2,20,0,2,0,0,0,0,0,2,0,0,0,2,0,4,2,10,11
3660,2023,0,20,0,0,$77.09 ,11,Limited Data,2.0,,Medium,4,4,4,10,6,16,8,14,0,2,0,2,0,0,2,2,0,2,0,2,2,0,4,4,11
21716,2024,0,20,0,0,$87.36 ,11,Limited Data,2.0,372.0,Medium,6,2,6,8,6,16,2,20,0,2,0,4,0,2,0,0,0,2,0,4,0,0,2,6,11
21835,2024,0,0,0,0,$147.00 ,11,Limited Data,454.0,,Medium,4,4,8,28,16,28,4,40,0,4,0,0,0,0,0,4,0,4,0,4,0,8,4,16,11
32933,2024,3,40,0,0,$142.09 ,11,Limited Data,13.0,600.0,Low,8,7,8,20,20,23,16,27,0,4,0,4,0,0,0,7,4,4,0,0,4,4,8,4,11
34353,2024,0,20,10,0,$114.06 ,11,Limited Data,13.0,,High,2,4,12,12,16,14,10,20,0,0,0,2,0,4,0,0,0,10,0,2,0,2,10,0,11
26822,2024,0,0,0,0,$309.09 ,11,Limited Data,1.0,615.0,High,12,12,8,12,0,44,12,32,0,0,0,12,0,0,0,12,0,0,0,8,0,0,12,0,11
27140,2024,0,22,0,0,$131.20 ,11,Limited Data,1.0,451.0,Medium,2,4,6,10,8,14,6,16,0,0,0,2,0,0,0,4,0,4,0,2,2,2,4,2,11
32705,2024,0,20,2,0,$78.64 ,11,Limited Data,58.0,471.0,High,6,2,8,6,8,14,2,20,0,2,0,4,2,0,0,0,0,4,0,4,0,0,0,6,11
32392,2024,0,20,2,0,$146.00 ,11,Limited Data,1.0,385.0,High,6,4,6,6,6,16,0,22,0,0,0,6,0,2,0,2,0,4,0,2,0,0,0,6,11
34754,2024,0,0,0,0,$49.00 ,11,Limited Data,3.0,656.0,High,9,4,15,14,20,22,6,36,0,5,0,4,0,4,0,0,0,11,0,4,0,0,6,8,11
25447,2024,1,40,4,0,$103.00 ,11,Limited Data,89.0,962.0,Low,8,8,8,21,21,24,12,33,0,8,0,0,0,4,0,4,4,0,0,4,0,5,8,8,11
32397,2024,0,40,2,0,$133.90 ,11,Limited Data,77.0,950.0,Medium,4,8,12,18,20,22,12,30,0,4,0,0,0,0,0,8,4,4,0,4,0,8,8,2,11
32688,2024,0,40,3,0,$132.47 ,11,Limited Data,34.0,407.0,Low,12,4,12,15,12,31,4,39,0,4,0,8,0,4,0,0,0,4,0,8,0,0,4,11,11
22334,2024,0,20,4,0,$79.33 ,11,Limited Data,38.0,751.0,Medium,6,4,6,8,6,18,0,24,0,0,0,6,0,2,0,2,0,4,0,2,0,0,0,8,11
32086,2024,0,20,5,0,$189.60 ,11,Limited Data,13.0,640.0,Medium,2,4,12,7,16,9,5,20,0,0,0,2,0,4,0,0,0,10,0,2,0,2,5,0,11
