AccountNumber,Season,SingleGameTickets,PartialPlanTickets,GroupTickets,STM,AvgSpend,GamesAttended,FanSegment,DistanceToArena,BasketballPropensity,SocialMediaEngagement,A Games,B Games,C Games,D Games,Weekend Games,Weekday Games,Promotional Games,Non Promo Games,A + Weekend + Promo,A + Weekend + nonPromo,A + Weekday + Promo,A + Weekday + nonPromo,B + Weekend + Promo,B + Weekend + nonPromo,B + Weekday + Promo,B + Weekday + nonPromo,C + Weekend + Promo,C + Weekend + nonPromo,C + Weekday + Promo,C + Weekday + nonPromo,D + Weekend + Promo,D + Weekend + nonPromo,D + Weekday + Promo,D + Weekday + nonPromo,NumGamesAttend
25284,2024,0,40,0,0,$246.25 ,20,F,77.0,951.0,Low,6,6,16,12,16,24,6,34,0,2,0,4,2,2,0,2,0,8,0,8,0,2,4,6,20
22071,2024,2,42,0,0,$298.71 ,20,F,54.0,973.0,Low,10,8,14,12,18,26,8,36,0,4,0,6,2,2,0,4,2,6,0,6,0,2,4,6,20
2213,2024,0,80,0,0,$195.00 ,20,F,22.0,548.0,Medium,8,20,24,28,32,48,12,68,0,4,0,4,0,12,0,8,0,12,0,12,0,4,12,12,20
17656,2024,0,40,0,0,$135.00 ,20,F,47.0,947.0,Low,6,8,14,12,14,26,4,36,0,0,0,6,0,4,0,4,0,8,0,6,0,2,4,6,20
18375,2024,0,40,0,0,$144.00 ,20,F,7.0,721.0,Low,4,10,12,14,16,24,6,34,0,2,0,2,0,6,0,4,0,6,0,6,0,2,6,6,20
18134,2024,0,40,0,0,$32.00 ,20,F,83.0,966.0,Medium,10,4,10,16,16,24,10,30,0,4,0,6,0,2,0,2,2,4,0,4,2,2,6,6,20
22809,2024,0,40,0,0,$91.00 ,20,F,17.0,940.0,High,6,10,10,14,18,22,8,32,0,4,0,2,0,6,0,4,2,4,0,4,0,2,6,6,20
548,2024,0,80,0,0,$157.00 ,20,F,20.0,863.0,Low,12,16,24,28,36,44,16,64,0,4,0,8,4,8,0,4,0,16,0,8,4,0,8,16,20
2713,2023,0,0,0,0,$50.09 ,18,F,69.0,936.0,Medium,6,8,6,16,8,28,8,28,0,2,0,4,0,2,2,4,0,4,0,2,0,0,6,10,18
24214,2024,7,30,0,0,$104.59 ,17,F,49.0,929.0,High,8,6,13,10,10,27,2,35,0,2,0,6,0,4,0,2,0,4,0,9,0,0,2,8,17
26228,2024,0,30,0,0,$167.67 ,15,F,14.0,942.0,High,2,6,10,12,12,18,6,24,0,2,0,0,0,4,0,2,0,4,0,6,0,2,6,4,15
28212,2024,10,20,0,0,$88.00 ,15,F,70.0,960.0,Medium,6,2,14,8,14,16,2,28,0,2,0,4,0,2,0,0,0,8,0,6,0,2,2,4,15
25776,2024,0,30,0,0,$161.67 ,15,F,6.0,871.0,Low,6,2,10,12,10,20,6,24,0,0,0,6,0,0,0,2,0,6,0,4,2,2,4,4,15
22501,2024,0,30,0,0,$116.00 ,15,F,3.0,500.0,Medium,2,8,10,10,14,16,8,22,0,2,0,0,2,0,0,6,2,4,0,4,0,4,4,2,15
16598,2024,0,30,0,0,$143.67 ,15,F,54.0,930.0,Medium,4,8,8,10,14,16,8,22,0,4,0,0,2,2,0,4,2,2,0,4,0,2,4,4,15
23497,2024,0,0,4,0,$678.34 ,14,F,27.0,418.0,Low,6,30,26,14,26,50,24,52,0,6,0,0,6,6,0,18,6,2,0,18,0,0,12,2,14
23095,2024,3,42,4,0,$111.45 ,13,F,10.0,964.0,Medium,4,8,27,10,32,17,2,47,0,0,0,4,0,8,0,0,0,20,0,7,0,4,2,4,13
24645,2024,2,0,0,0,$48.29 ,13,F,19.0,437.0,Low,8,8,20,26,20,42,8,54,0,4,0,4,0,4,0,4,0,8,0,12,0,4,8,14,13
19860,2024,0,40,8,0,$128.86 ,12,F,21.0,522.0,Medium,12,4,20,12,16,32,8,40,0,4,0,8,4,0,0,0,0,8,0,12,0,0,4,8,12
29079,2024,0,0,0,0,$3.00 ,12,F,2.0,612.0,Medium,0,4,10,44,14,44,12,46,0,0,0,0,0,0,0,4,0,6,0,4,0,8,12,24,12
16900,2024,0,22,2,0,$138.94 ,12,F,3.0,892.0,Low,4,8,2,10,6,18,0,24,0,2,0,2,0,2,0,6,0,0,0,2,0,2,0,8,12
16206,2024,0,20,0,0,$136.67 ,12,F,22.0,560.0,High,6,4,8,6,8,16,2,22,0,2,0,4,0,4,0,0,0,2,0,6,0,0,2,4,12
20851,2024,5,20,0,0,$140.60 ,12,F,89.0,965.0,Medium,6,0,9,10,8,17,4,21,0,0,0,6,0,0,0,0,0,4,0,5,2,2,2,4,12
21201,2024,0,24,0,0,$120.92 ,12,F,8.0,952.0,High,6,8,4,8,10,16,6,20,0,4,0,2,0,2,0,6,2,0,0,2,0,2,4,2,12
2213,2023,0,44,0,0,$109.50 ,12,F,22.0,551.0,Low,8,4,4,32,8,40,16,32,0,4,0,4,0,0,0,4,0,0,4,0,4,0,8,20,12
22825,2024,0,40,4,0,$118.82 ,11,F,73.0,758.0,Medium,4,8,16,16,20,24,8,36,0,4,0,0,4,4,0,0,0,8,0,8,0,0,4,12,11
548,2023,0,40,0,0,$245.50 ,11,F,20.0,910.0,Medium,8,16,12,12,20,28,8,40,0,4,0,4,0,4,0,12,0,8,0,4,4,0,4,4,11
29027,2024,0,25,13,0,$45.67 ,11,F,12.0,920.0,High,3,5,7,23,23,15,5,33,0,3,0,0,0,3,0,2,0,2,0,5,0,15,5,3,11
18564,2024,0,20,3,0,$123.65 ,11,F,11.0,951.0,High,6,2,6,9,6,17,2,21,0,2,0,4,0,2,0,0,0,2,0,4,0,0,2,7,11
23813,2024,0,20,4,0,$207.67 ,11,F,1.0,926.0,Medium,4,6,2,12,6,18,0,24,0,2,0,2,0,2,0,4,0,0,0,2,0,2,0,10,11
1358,2023,8,20,0,0,$139.00 ,11,F,203.0,938.0,Medium,4,2,10,12,14,14,8,20,0,0,0,4,0,0,0,2,4,6,0,0,4,0,0,8,11
20060,2024,2,40,2,0,$148.36 ,11,F,23.0,854.0,Medium,5,8,17,14,22,22,8,36,0,5,0,0,4,4,0,0,0,9,0,8,0,0,4,10,11
20611,2024,0,20,2,0,$74.09 ,11,F,22.0,945.0,High,6,6,2,8,6,16,0,22,0,2,0,4,0,2,0,4,0,0,0,2,0,2,0,6,11
22972,2024,0,22,0,0,$51.79 ,11,F,4.0,900.0,High,4,4,8,6,6,16,0,22,0,2,0,2,0,0,0,4,0,4,0,4,0,0,0,6,11
391,2024,0,24,0,0,$122.31 ,11,F,6.0,954.0,Low,6,0,10,8,8,16,4,20,0,0,0,6,0,0,0,0,0,6,0,4,2,0,2,4,11
25460,2024,0,20,0,0,$126.55 ,11,F,1.0,927.0,Low,2,4,8,8,8,14,4,18,0,2,0,0,0,4,0,0,0,2,0,6,0,0,4,4,11
20379,2024,2,20,0,0,$105.67 ,11,F,59.0,962.0,Medium,2,4,14,2,16,6,0,22,0,0,0,2,0,4,0,0,0,10,0,4,0,2,0,0,11
31153,2024,0,40,4,0,$82.82 ,11,F,18.0,917.0,Medium,2,4,8,8,10,12,4,18,0,2,0,0,2,2,0,0,0,4,0,4,0,0,2,6,11
1822,2023,4,30,0,0,$85.41 ,11,F,20.0,353.0,Low,6,3,9,16,12,22,9,25,0,6,0,0,0,3,0,0,0,3,0,6,0,0,9,7,11
23406,2024,1,22,0,0,$130.57 ,11,F,18.0,542.0,High,2,6,9,6,11,12,2,21,0,0,0,2,0,2,0,4,0,7,0,2,0,2,2,2,11
22567,2024,0,20,0,0,$269.45 ,11,F,21.0,629.0,Medium,4,4,6,8,12,10,8,14,0,4,0,0,2,0,0,2,2,2,0,2,0,2,4,2,11
391,2023,0,20,0,0,$142.70 ,10,F,6.0,917.0,Low,4,2,4,10,6,14,6,14,0,2,0,2,0,0,0,2,0,2,0,2,2,0,4,4,10
18000,2024,0,30,0,0,$265.00 ,10,F,59.0,934.0,High,3,6,9,12,12,18,6,24,0,3,0,0,0,3,0,3,0,3,0,6,0,3,6,3,10
42865,2024,0,20,0,0,$227.00 ,10,F,71.0,960.0,Medium,2,6,6,6,8,12,2,18,0,0,0,2,0,2,0,4,0,4,0,2,0,2,2,2,10
18140,2024,0,20,0,0,$82.00 ,10,F,213.0,939.0,Medium,6,0,6,8,6,14,4,16,0,0,0,6,0,0,0,0,0,4,0,2,2,0,2,4,10
22981,2024,0,20,0,0,$107.20 ,10,F,10.0,683.0,Medium,4,2,6,8,10,10,6,14,0,2,0,2,2,0,0,0,0,4,0,2,2,0,2,4,10
23208,2024,0,20,0,0,$124.00 ,10,F,1.0,897.0,Medium,6,2,6,6,8,12,4,16,0,2,0,4,0,0,0,2,2,2,0,2,0,2,2,2,10
42836,2024,0,40,0,0,$147.00 ,10,F,13.0,851.0,High,8,8,8,16,16,24,8,32,0,0,0,8,0,4,0,4,0,8,0,0,4,0,4,8,10
135,2023,0,20,0,0,$166.60 ,10,F,9.0,726.0,Medium,2,4,6,8,6,14,4,16,0,0,0,2,0,0,2,2,0,4,0,2,2,0,0,6,10
16120,2024,0,20,0,0,$84.00 ,10,F,13.0,567.0,High,4,6,2,8,6,14,0,20,0,2,0,2,0,2,0,4,0,0,0,2,0,2,0,6,10
27739,2024,0,40,0,0,$72.00 ,10,F,7.0,,Medium,12,4,12,12,12,28,4,36,0,4,0,8,0,4,0,0,0,4,0,8,0,0,4,8,10
23116,2024,0,20,0,0,$137.00 ,10,F,89.0,927.0,Medium,4,4,4,8,10,10,6,14,0,4,0,0,0,2,0,2,2,0,0,2,0,2,4,2,10
56,2023,0,50,0,0,$129.00 ,10,F,33.0,299.0,Low,5,5,10,30,10,40,10,40,0,0,0,5,0,0,5,0,0,5,0,5,5,0,0,25,10
18252,2024,0,20,0,0,$165.00 ,10,F,72.0,706.0,Medium,4,4,6,6,12,8,6,14,0,4,0,0,2,0,0,2,2,2,0,2,0,2,2,2,10
20274,2024,0,20,0,0,$202.00 ,10,F,90.0,970.0,High,2,4,6,8,8,12,4,16,0,2,0,0,0,4,0,0,0,2,0,4,0,0,4,4,10
27737,2024,0,20,0,0,$65.00 ,10,F,18.0,962.0,Low,4,6,4,6,8,12,2,18,0,2,0,2,0,4,0,2,0,2,0,2,0,0,2,4,10
16063,2024,0,20,0,0,$164.00 ,10,F,19.0,842.0,Medium,2,4,12,2,16,4,0,20,0,0,0,2,0,4,0,0,0,10,0,2,0,2,0,0,10
16102,2024,0,20,0,0,$136.00 ,10,F,86.0,955.0,Medium,4,4,4,8,10,10,6,14,0,4,0,0,0,2,0,2,2,0,0,2,0,2,4,2,10
30681,2024,0,22,0,0,$104.73 ,10,F,18.0,835.0,Medium,4,2,8,8,6,16,4,18,0,0,0,4,0,2,0,0,0,4,0,4,0,0,4,4,10
25995,2024,0,40,0,0,$152.75 ,10,F,61.0,973.0,High,0,8,16,16,16,24,8,32,0,0,0,0,0,4,0,4,0,8,0,8,0,4,8,4,10
21548,2024,0,20,0,0,$67.50 ,10,F,9.0,554.0,Medium,4,6,4,6,8,12,2,18,0,2,0,2,0,4,0,2,0,2,0,2,0,0,2,4,10
19441,2024,0,20,0,0,$194.00 ,10,F,3.0,925.0,Medium,2,6,6,6,8,12,2,18,0,0,0,2,0,4,0,2,0,4,0,2,0,0,2,4,10
1077,2023,0,20,0,0,$151.00 ,10,F,9.0,666.0,Low,0,6,6,8,6,14,2,18,0,0,0,0,0,2,2,2,0,4,0,2,0,0,0,8,10
1289,2024,0,40,0,0,$161.00 ,10,F,6.0,483.0,Medium,4,12,12,12,16,24,4,36,0,0,0,4,0,8,0,4,0,8,0,4,0,0,4,8,10
1538,2024,0,20,0,0,$164.00 ,10,F,3.0,794.0,Medium,4,2,8,6,6,14,2,18,0,0,0,4,0,0,0,2,0,4,0,4,0,2,2,2,10
22344,2024,0,60,0,0,$128.00 ,10,F,20.0,917.0,Low,6,6,18,30,24,36,18,42,0,0,0,6,0,0,0,6,0,12,0,6,6,6,12,6,10
18882,2024,0,20,0,0,$178.00 ,10,F,3.0,625.0,High,6,2,8,4,8,12,2,18,0,2,0,4,2,0,0,0,0,4,0,4,0,0,0,4,10
831,2023,0,20,0,0,$16.00 ,10,F,2.0,358.0,High,2,4,6,8,6,14,6,14,0,2,0,0,0,2,0,2,0,2,2,2,0,0,4,4,10
19600,2024,0,20,0,0,$198.00 ,10,F,17.0,965.0,Medium,4,4,6,6,4,16,0,20,0,2,0,2,0,0,0,4,0,2,0,4,0,0,0,6,10
16869,2024,0,20,0,0,$60.80 ,10,F,6.0,955.0,Low,10,8,2,0,6,14,0,20,0,2,0,8,0,4,0,4,0,0,0,2,0,0,0,0,10
28361,2024,0,40,0,0,$174.00 ,10,F,97.0,393.0,Medium,12,0,12,16,12,28,8,32,0,0,0,12,0,0,0,0,0,8,0,4,4,0,4,8,10
26057,2024,0,20,0,0,$100.00 ,10,F,83.0,890.0,Low,2,4,8,6,10,10,4,16,0,2,0,0,2,2,0,0,0,4,0,4,0,0,2,4,10
42234,2024,0,20,0,0,$122.00 ,10,F,9.0,840.0,Medium,2,4,8,6,10,10,4,16,0,2,0,0,2,0,0,2,0,4,0,4,0,2,2,2,10
19195,2024,0,20,0,0,$87.00 ,10,F,86.0,941.0,Low,0,4,8,8,8,12,4,16,0,0,0,0,0,2,0,2,0,4,0,4,0,2,4,2,10
21989,2024,0,20,0,0,$102.50 ,10,F,2.0,944.0,Low,4,6,4,6,10,10,4,16,0,2,0,2,0,2,0,4,2,2,0,0,0,2,2,2,10
28950,2024,0,10,0,0,$104.00 ,10,F,27.0,921.0,High,3,0,3,4,3,7,2,8,0,0,0,3,0,0,0,0,0,2,0,1,1,0,1,2,10
21950,2024,0,20,0,0,$114.00 ,10,F,28.0,748.0,Medium,6,2,6,6,8,12,4,16,0,2,0,4,0,0,0,2,2,2,0,2,0,2,2,2,10
1289,2023,0,40,0,0,$184.00 ,10,F,6.0,796.0,Medium,8,0,4,28,8,32,12,28,0,4,0,4,0,0,0,0,0,0,0,4,4,0,8,16,10
22130,2024,0,20,0,0,$150.00 ,10,F,19.0,942.0,High,4,6,2,8,6,14,0,20,0,2,0,2,0,2,0,4,0,0,0,2,0,2,0,6,10
28991,2024,0,20,0,0,$146.00 ,10,F,3.0,871.0,Low,4,2,8,6,6,14,2,18,0,0,0,4,0,0,0,2,0,4,0,4,0,2,2,2,10
1401,2023,0,20,0,0,$164.00 ,10,F,2.0,533.0,Medium,2,6,6,6,10,10,2,18,0,2,0,0,0,4,0,2,0,4,0,2,0,0,2,4,10
23938,2024,0,20,0,0,$40.00 ,10,F,79.0,874.0,Low,6,2,8,4,8,12,2,18,0,2,0,4,2,0,0,0,0,4,0,4,0,0,0,4,10
27010,2024,0,20,0,0,$148.00 ,10,F,28.0,397.0,Medium,2,2,6,10,8,12,6,14,0,0,0,2,0,2,0,0,0,4,0,2,2,0,4,4,10
28787,2024,0,20,0,0,$107.00 ,10,F,42.0,390.0,Low,2,6,6,6,8,12,2,18,0,0,0,2,0,4,0,2,0,4,0,2,0,0,2,4,10
24060,2024,0,20,0,0,$113.00 ,10,F,19.0,920.0,High,6,2,6,6,6,14,2,18,0,2,0,4,0,2,0,0,0,2,0,4,0,0,2,4,10
1538,2023,0,20,0,0,$221.50 ,10,F,3.0,944.0,High,2,4,6,8,6,14,6,14,0,2,0,0,0,2,0,2,0,2,2,2,0,0,4,4,10
21903,2024,0,20,0,0,$146.00 ,10,F,0.0,936.0,Medium,2,4,6,8,8,12,4,16,0,2,0,0,0,2,0,2,0,2,0,4,0,2,4,2,10
28274,2024,0,20,0,0,$172.00 ,10,F,9.0,913.0,Medium,2,4,6,8,10,10,6,14,0,2,0,0,0,0,0,4,2,2,0,2,0,4,4,0,10
28045,2024,0,30,0,0,$154.00 ,10,F,41.0,950.0,High,9,0,9,12,9,21,6,24,0,0,0,9,0,0,0,0,0,6,0,3,3,0,3,6,10
42491,2024,0,20,0,0,$236.00 ,10,F,17.0,517.0,Low,4,2,4,10,10,10,8,12,0,2,0,2,0,0,0,2,2,2,0,0,2,2,4,2,10
28016,2024,0,20,0,0,$70.00 ,10,F,127.0,898.0,Low,4,4,4,8,10,10,6,14,0,4,0,0,0,2,0,2,2,0,0,2,0,2,4,2,10
26767,2024,0,20,0,0,$148.00 ,10,F,1.0,960.0,Low,6,4,6,4,6,14,0,20,0,0,0,6,0,2,0,2,0,4,0,2,0,0,0,4,10
42398,2024,0,20,0,0,$118.50 ,10,F,17.0,872.0,Medium,2,4,8,6,10,10,4,16,0,2,0,0,2,0,0,2,0,4,0,4,0,2,2,2,10
24668,2024,0,40,0,0,$68.00 ,10,F,22.0,869.0,Low,8,8,20,4,12,28,4,36,0,0,0,8,0,4,0,4,0,8,0,12,0,0,4,0,10
20973,2024,0,20,0,0,$228.00 ,10,F,56.0,968.0,Low,4,6,6,4,10,10,2,18,0,2,0,2,2,2,0,2,0,4,0,2,0,0,0,4,10
25423,2024,0,20,0,0,$125.00 ,10,F,19.0,526.0,Medium,2,4,8,6,10,10,4,16,0,2,0,0,2,2,0,0,0,4,0,4,0,0,2,4,10
16658,2024,0,20,0,0,$195.00 ,10,F,47.0,492.0,Medium,2,6,6,6,8,12,4,16,0,2,0,0,2,2,0,2,0,2,0,4,0,0,2,4,10
26156,2024,0,20,0,0,$138.50 ,10,F,36.0,944.0,High,4,6,4,6,8,12,2,18,0,2,0,2,0,4,0,2,0,2,0,2,0,0,2,4,10
28190,2024,0,20,0,0,$34.00 ,10,F,0.0,701.0,Low,4,8,6,2,6,14,2,18,0,2,0,2,0,2,0,6,0,2,0,4,0,0,2,0,10
16857,2024,0,20,0,0,$63.00 ,10,F,23.0,932.0,Low,6,2,6,6,6,14,2,18,0,2,0,4,0,2,0,0,0,2,0,4,0,0,2,4,10
24763,2024,0,20,3,0,$137.55 ,10,F,218.0,969.0,Medium,2,4,6,11,11,12,4,19,0,2,0,0,0,2,0,2,0,2,0,4,0,5,4,2,10
42320,2024,0,20,0,0,$43.00 ,10,F,27.0,962.0,Medium,6,2,6,6,6,14,2,18,0,2,0,4,0,2,0,0,0,2,0,4,0,0,2,4,10
2459,2023,0,20,0,0,$178.20 ,10,F,57.0,626.0,Low,2,4,4,10,6,14,4,16,0,2,0,0,0,2,0,2,0,2,0,2,0,0,4,6,10
18566,2024,0,10,0,0,$100.00 ,10,F,2.0,919.0,Low,1,2,4,3,5,5,2,8,0,1,0,0,1,1,0,0,0,2,0,2,0,0,1,2,10
17946,2024,0,40,0,0,$332.00 ,10,F,8.0,947.0,Medium,8,4,8,20,20,20,16,24,0,4,0,4,0,0,0,4,4,4,0,0,4,4,8,4,10
20826,2024,0,20,0,0,$103.00 ,10,F,9.0,900.0,Low,6,0,6,8,6,14,4,16,0,0,0,6,0,0,0,0,0,4,0,2,2,0,2,4,10
28736,2024,0,18,0,0,$147.00 ,9,F,8.0,504.0,Medium,2,6,6,4,8,10,2,16,0,0,0,2,2,2,0,2,0,4,0,2,0,0,0,4,9
2713,2024,0,0,0,0,$37.61 ,7,F,69.0,952.0,High,0,0,2,12,0,14,6,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,6,7
2732,2023,0,0,0,0,$24.09 ,7,F,19.0,920.0,Medium,0,4,0,3,4,3,2,5,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,1,7
29106,2024,4,10,0,0,$45.86 ,7,F,79.0,925.0,High,2,4,6,2,12,2,2,12,0,2,0,0,0,2,0,2,2,4,0,0,0,2,0,0,7
371,2023,5,0,64,0,$86.42 ,6,F,9.0,892.0,Medium,0,2,2,54,1,57,4,54,0,0,0,0,0,1,0,1,0,0,0,2,0,0,4,50,6
30028,2024,0,0,0,0,$35.00 ,6,F,74.0,458.0,Medium,4,2,8,5,8,11,3,16,0,4,0,0,0,0,0,2,0,4,0,4,0,0,3,2,6
29218,2024,16,0,0,0,$80.56 ,6,F,6.0,743.0,Medium,4,2,2,8,12,4,2,14,0,4,0,0,0,0,0,2,0,2,0,0,0,6,2,0,6
3679,2023,2,10,0,0,$466.50 ,6,F,4.0,252.0,High,8,2,0,2,6,6,0,12,0,4,0,4,0,2,0,0,0,0,0,0,0,0,0,2,6
25207,2024,0,0,0,0,$9.00 ,6,F,1.0,842.0,Low,12,0,12,4,12,16,4,24,0,8,0,4,0,0,0,0,0,4,0,8,0,0,4,0,6
22300,2024,0,0,12,0,$222.50 ,6,F,3.0,547.0,Low,0,12,18,2,12,20,4,28,0,0,0,0,4,4,0,4,0,4,0,14,0,0,0,2,6
20420,2024,14,0,0,0,$3.57 ,6,F,7.0,672.0,Medium,0,0,2,12,2,12,8,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,4,6
17827,2024,0,0,0,0,$211.68 ,5,F,1.0,216.0,High,4,3,0,15,4,18,7,15,0,4,0,0,0,0,0,3,0,0,0,0,0,0,7,8,5
25998,2024,0,0,10,0,$27.55 ,5,F,45.0,984.0,Medium,0,0,5,5,5,5,2,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,3,5
8812,2024,0,25,0,0,$110.60 ,5,F,1424.0,992.0,Low,15,0,5,5,10,15,0,25,0,5,0,10,0,0,0,0,0,5,0,0,0,0,0,5,5
8857,2023,2,0,0,0,$1.00 ,5,F,21.0,935.0,High,0,2,0,8,0,10,2,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,6,5
30751,2024,14,0,0,0,$14.07 ,5,F,7.0,412.0,Low,0,2,6,6,9,5,3,11,0,0,0,0,0,0,0,2,0,6,0,0,0,3,3,0,5
8812,2023,0,25,0,0,$107.80 ,5,F,1424.0,936.0,Medium,5,10,5,5,5,20,15,10,0,0,0,5,0,0,5,5,5,0,0,0,0,0,5,0,5
42434,2024,0,10,0,0,$93.00 ,5,F,30.0,924.0,Low,0,2,8,0,6,4,0,10,0,0,0,0,0,0,0,2,0,6,0,2,0,0,0,0,5
28033,2024,5,6,0,0,$52.36 ,5,F,186.0,958.0,Medium,7,0,0,4,0,11,0,11,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,5
22413,2024,0,0,0,0,$387.00 ,5,F,15.0,944.0,Medium,6,6,6,12,12,18,6,24,0,6,0,0,0,6,0,0,0,0,0,6,0,0,6,6,5
28186,2024,0,8,0,0,$89.60 ,5,F,3.0,862.0,Low,0,0,2,8,0,10,8,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,5
5742,2023,0,4,0,0,$5.00 ,4,F,0.0,950.0,Medium,0,26,6,0,22,10,10,22,0,0,0,0,0,16,10,0,0,6,0,0,0,0,0,0,4
27228,2024,10,0,0,0,$103.00 ,4,F,31.0,417.0,High,0,0,4,6,10,0,2,8,0,0,0,0,0,0,0,0,0,4,0,0,2,4,0,0,4
15503,2024,7,0,0,0,$155.86 ,4,F,6.0,773.0,Medium,6,0,3,1,7,3,1,9,0,3,0,3,0,0,0,0,0,3,0,0,1,0,0,0,4
