AccountNumber,Season,SingleGameTickets,PartialPlanTickets,GroupTickets,STM,AvgSpend,GamesAttended,FanSegment,DistanceToArena,BasketballPropensity,SocialMediaEngagement,A Games,B Games,C Games,D Games,Weekend Games,Weekday Games,Promotional Games,Non Promo Games,A + Weekend + Promo,A + Weekend + nonPromo,A + Weekday + Promo,A + Weekday + nonPromo,B + Weekend + Promo,B + Weekend + nonPromo,B + Weekday + Promo,B + Weekday + nonPromo,C + Weekend + Promo,C + Weekend + nonPromo,C + Weekday + Promo,C + Weekday + nonPromo,D + Weekend + Promo,D + Weekend + nonPromo,D + Weekday + Promo,D + Weekday + nonPromo,NumGamesAttend
18971,2024,0,40,0,0,$127.00 ,20,D,68.0,942.0,Low,8,4,12,16,14,26,8,32,0,2,0,6,0,4,0,0,0,6,0,6,2,0,6,8,20
24221,2024,0,41,0,0,$359.56 ,20,D,23.0,922.0,Medium,5,8,14,14,21,20,10,31,0,5,0,0,2,2,0,4,2,6,0,6,0,4,6,4,20
855,2023,0,40,0,0,$95.00 ,20,D,54.0,567.0,Low,4,8,10,18,12,28,8,32,0,2,0,2,0,2,2,4,0,6,0,4,2,0,4,12,20
30773,2024,1,40,0,0,$175.61 ,20,D,21.0,510.0,Low,10,4,10,17,16,25,10,31,0,4,0,6,0,2,0,2,2,4,0,4,2,2,6,7,20
17619,2024,0,80,0,0,$330.00 ,20,D,1.0,923.0,Medium,16,8,24,32,32,48,20,60,0,4,0,12,0,0,0,8,4,12,0,8,4,8,12,8,20
27352,2024,2,44,0,0,$86.68 ,20,D,42.0,531.0,Medium,6,6,14,20,24,22,12,34,0,4,0,2,2,0,0,4,2,6,0,6,2,8,6,4,20
22106,2024,0,40,0,0,$72.00 ,20,D,4.0,653.0,High,10,4,12,14,18,22,10,30,0,4,0,6,2,0,0,2,2,6,0,4,2,2,4,6,20
19150,2024,24,0,0,0,$71.71 ,17,D,1.0,967.0,High,0,6,10,8,6,18,4,20,0,0,0,0,0,0,0,6,0,4,0,6,0,2,4,2,17
20623,2024,2,30,0,0,$91.25 ,16,D,4.0,916.0,High,2,8,10,12,14,18,6,26,0,2,0,0,2,4,0,2,0,4,0,6,0,2,4,6,16
28276,2024,0,30,0,0,$78.33 ,15,D,74.0,885.0,Medium,2,8,10,10,12,18,4,26,0,0,0,2,0,4,0,4,0,6,0,4,0,2,4,4,15
2338,2023,0,30,0,0,$226.40 ,15,D,41.0,741.0,Low,4,4,6,16,10,20,8,22,0,0,0,4,0,0,2,2,2,2,0,2,4,2,0,10,15
19436,2024,0,60,0,0,$79.00 ,15,D,10.0,,Low,4,20,20,16,24,36,8,52,0,0,0,4,4,8,0,8,0,12,0,8,0,0,4,12,15
21625,2024,4,0,6,0,$20.00 ,15,D,10.0,866.0,Low,2,4,10,14,8,22,8,22,0,0,0,2,0,2,0,2,2,4,0,4,0,0,6,8,15
30955,2024,0,0,0,0,$54.61 ,14,D,233.0,807.0,High,1,0,2,11,4,10,3,11,0,1,0,0,0,0,0,0,0,1,0,1,0,2,3,6,14
20340,2024,2,23,0,0,$186.24 ,13,D,6.0,937.0,Medium,8,8,9,0,10,15,0,25,0,2,0,6,0,2,0,6,0,6,0,3,0,0,0,0,13
27589,2024,0,0,0,0,$45.00 ,13,D,9.0,900.0,High,10,4,10,51,10,65,14,61,0,6,0,4,0,0,0,4,0,4,0,6,0,0,14,37,13
20417,2024,0,20,12,0,$62.50 ,12,D,3.0,960.0,High,6,2,20,4,20,12,2,30,0,2,0,4,2,0,0,0,0,16,0,4,0,0,0,4,12
28749,2024,0,40,20,0,$142.49 ,12,D,1.0,946.0,Medium,6,4,14,6,14,16,0,30,0,0,0,6,0,2,0,2,0,12,0,2,0,0,0,6,12
17634,2024,0,20,28,0,$101.38 ,12,D,4.0,529.0,High,10,4,26,8,12,36,4,44,0,4,0,6,0,2,0,2,0,4,0,22,2,0,2,4,12
23543,2024,0,24,7,0,$82.50 ,12,D,4.0,956.0,Medium,4,4,8,15,14,17,6,25,0,4,0,0,0,2,0,2,2,4,0,2,0,2,4,9,12
8100,2023,39,0,0,0,$58.97 ,12,D,778.0,965.0,Medium,4,5,11,19,7,32,8,31,0,0,0,4,0,3,2,0,0,4,3,4,0,0,3,16,12
17388,2024,2,20,0,0,$114.82 ,11,D,3.0,596.0,High,4,6,4,8,8,14,0,22,0,2,0,2,0,2,0,4,0,2,0,2,0,2,0,6,11
16495,2024,2,20,2,0,$166.66 ,11,D,12.0,974.0,Medium,4,6,6,8,12,12,6,18,0,4,0,0,0,0,0,6,2,2,0,2,0,4,4,0,11
30066,2024,0,20,10,0,$115.67 ,11,D,50.0,374.0,High,6,2,16,6,16,14,2,28,0,2,0,4,0,2,0,0,0,12,0,4,0,0,2,4,11
20311,2024,0,20,0,0,$24.67 ,11,D,79.0,515.0,Medium,6,4,12,2,20,4,0,24,0,4,0,2,0,4,0,0,0,10,0,2,0,2,0,0,11
21294,2024,0,20,3,0,$147.87 ,11,D,6.0,898.0,Low,2,6,6,9,8,15,2,21,0,0,0,2,0,2,0,4,0,4,0,2,0,2,2,5,11
25746,2024,4,20,0,0,$70.25 ,11,D,1.0,938.0,Medium,2,6,12,4,18,6,0,24,0,0,0,2,0,6,0,0,0,10,0,2,0,2,0,2,11
42359,2024,1,20,3,0,$105.04 ,11,D,1.0,956.0,Medium,2,6,9,7,11,13,3,21,0,0,0,2,0,4,0,2,0,7,0,2,0,0,3,4,11
25997,2024,0,22,0,0,$217.37 ,11,D,124.0,938.0,Medium,6,2,10,4,10,12,2,20,0,2,0,4,2,0,0,0,0,6,0,4,0,0,0,4,11
26729,2024,0,30,3,0,$223.20 ,11,D,4.0,926.0,High,6,9,9,9,18,15,6,27,0,3,0,3,0,3,0,6,3,6,0,0,0,3,3,3,11
27865,2024,4,20,0,0,$116.50 ,11,D,1.0,961.0,High,2,6,6,10,12,12,4,20,0,2,0,0,2,2,0,2,0,2,0,4,0,4,2,4,11
17061,2024,4,20,0,0,$132.75 ,11,D,17.0,957.0,Medium,6,6,8,4,6,18,0,24,0,0,0,6,0,2,0,4,0,4,0,4,0,0,0,4,11
18905,2024,11,0,0,0,$34.36 ,11,D,4.0,926.0,Medium,1,1,3,6,2,9,3,8,0,1,0,0,0,0,0,1,0,0,0,3,0,1,3,2,11
26472,2024,0,24,0,0,$75.17 ,11,D,4.0,664.0,Medium,6,4,6,8,6,18,4,20,0,0,0,6,0,2,0,2,0,4,0,2,0,0,4,4,11
23215,2024,0,10,0,0,$152.00 ,10,D,9.0,959.0,High,1,2,3,4,5,5,3,7,0,1,0,0,0,0,0,2,1,1,0,1,0,2,2,0,10
26635,2024,0,20,0,0,$66.00 ,10,D,19.0,486.0,Medium,4,2,4,10,10,10,8,12,0,2,0,2,0,0,0,2,2,2,0,0,2,2,4,2,10
24968,2024,0,20,0,0,$156.20 ,10,D,97.0,714.0,Low,4,10,4,2,8,12,0,20,0,2,0,2,0,4,0,6,0,2,0,2,0,0,0,2,10
16006,2024,0,20,0,0,$122.00 ,10,D,13.0,933.0,Medium,6,2,8,4,8,12,2,18,0,2,0,4,2,0,0,0,0,4,0,4,0,0,0,4,10
30636,2024,0,20,0,0,$230.50 ,10,D,19.0,929.0,Low,6,2,6,6,8,12,4,16,0,2,0,4,0,0,0,2,2,2,0,2,0,2,2,2,10
20244,2024,0,20,0,0,$13.00 ,10,D,6.0,901.0,Medium,0,4,8,8,8,12,4,16,0,0,0,0,0,2,0,2,0,4,0,4,0,2,4,2,10
20084,2024,0,20,0,0,$101.00 ,10,D,1.0,633.0,Medium,2,4,12,2,16,4,0,20,0,0,0,2,0,4,0,0,0,10,0,2,0,2,0,0,10
383,2023,0,20,0,0,$82.80 ,10,D,68.0,456.0,Low,2,2,6,10,6,14,8,12,0,2,0,0,0,0,2,0,2,0,0,4,0,2,4,4,10
31035,2024,0,20,0,0,$141.00 ,10,D,61.0,977.0,High,6,4,6,4,6,14,0,20,0,0,0,6,0,2,0,2,0,4,0,2,0,0,0,4,10
26498,2024,0,20,0,0,$137.00 ,10,D,28.0,921.0,High,6,2,8,4,8,12,2,18,0,2,0,4,2,0,0,0,0,4,0,4,0,0,0,4,10
20530,2024,0,20,0,0,$200.00 ,10,D,2.0,926.0,Medium,2,4,8,6,10,10,4,16,0,2,0,0,2,2,0,0,0,4,0,4,0,0,2,4,10
20230,2024,0,20,0,0,$172.00 ,10,D,4.0,928.0,Low,4,6,4,6,8,12,2,18,0,2,0,2,0,4,0,2,0,2,0,2,0,0,2,4,10
16317,2024,0,80,0,0,$241.00 ,10,D,13.0,959.0,High,4,12,12,12,16,24,4,36,0,0,0,4,0,8,0,4,0,8,0,4,0,0,4,8,10
28497,2024,0,10,0,0,$139.00 ,10,D,3.0,940.0,High,2,1,3,4,5,5,3,7,0,1,0,1,1,0,0,0,0,2,0,1,1,0,1,2,10
1989,2023,0,20,0,0,$46.10 ,10,D,1749.0,707.0,High,4,2,2,12,6,14,4,16,0,0,0,4,0,0,0,2,0,2,0,0,4,0,0,8,10
2796,2024,0,24,0,0,$78.85 ,10,D,0.0,459.0,Low,4,2,12,6,10,14,2,22,0,0,0,4,0,0,0,2,0,8,0,4,0,2,2,2,10
22428,2024,0,20,0,0,$78.50 ,10,D,6.0,916.0,High,4,4,4,8,10,10,6,14,0,4,0,0,0,2,0,2,2,0,0,2,0,2,4,2,10
19343,2024,0,20,0,0,$158.00 ,10,D,15.0,943.0,High,0,6,8,6,8,12,4,16,0,0,0,0,2,2,0,2,0,4,0,4,0,0,2,4,10
29646,2024,0,20,0,0,$180.50 ,10,D,26.0,922.0,High,2,4,6,8,8,12,4,16,0,2,0,0,0,2,0,2,0,2,0,4,0,2,4,2,10
1537,2024,0,20,0,0,$127.00 ,10,D,20.0,916.0,Medium,2,6,6,6,8,12,2,18,0,0,0,2,0,4,0,2,0,4,0,2,0,0,2,4,10
21645,2024,0,10,0,0,$140.00 ,10,D,54.0,933.0,Medium,3,1,4,2,4,6,1,9,0,1,0,2,1,0,0,0,0,2,0,2,0,0,0,2,10
29902,2024,0,20,0,0,$148.00 ,10,D,4.0,932.0,Medium,4,6,4,6,8,12,2,18,0,2,0,2,0,4,0,2,0,2,0,2,0,0,2,4,10
19599,2024,0,20,0,0,$282.00 ,10,D,79.0,941.0,Medium,4,4,6,6,12,8,6,14,0,4,0,0,2,0,0,2,2,2,0,2,0,2,2,2,10
28294,2024,0,20,0,0,$212.00 ,10,D,75.0,955.0,Low,2,4,6,8,8,12,4,16,0,2,0,0,0,4,0,0,0,2,0,4,0,0,4,4,10
27301,2024,0,20,0,0,$151.00 ,10,D,3.0,957.0,Low,6,2,6,6,6,14,2,18,0,2,0,4,0,2,0,0,0,2,0,4,0,0,2,4,10
17051,2024,0,20,0,0,$92.00 ,10,D,6.0,944.0,High,4,6,2,8,6,14,0,20,0,2,0,2,0,2,0,4,0,0,0,2,0,2,0,6,10
22469,2024,0,20,0,0,$134.00 ,10,D,75.0,914.0,Medium,2,4,6,8,10,10,6,14,0,2,0,0,0,2,0,2,2,2,0,2,0,2,4,2,10
3753,2024,0,0,2,0,$91.00 ,10,D,90.0,440.0,High,6,2,6,6,6,14,2,18,0,2,0,4,0,2,0,0,0,2,0,4,0,0,2,4,10
24077,2024,0,20,0,0,$139.00 ,10,D,58.0,479.0,High,2,4,12,2,16,4,0,20,0,0,0,2,0,4,0,0,0,10,0,2,0,2,0,0,10
17508,2024,0,30,0,0,$40.00 ,10,D,1.0,947.0,Medium,6,9,3,12,9,21,0,30,0,3,0,3,0,3,0,6,0,0,0,3,0,3,0,9,10
29203,2024,0,20,0,0,$123.00 ,10,D,22.0,934.0,Medium,4,2,6,8,10,10,6,14,0,2,0,2,2,0,0,0,0,4,0,2,2,0,2,4,10
23764,2024,0,20,0,0,$60.00 ,10,D,7.0,714.0,Medium,6,2,8,4,8,12,2,18,0,2,0,4,2,0,0,0,0,4,0,4,0,0,0,4,10
23897,2024,0,20,0,0,$188.00 ,10,D,80.0,967.0,Medium,2,4,6,8,8,12,4,16,0,2,0,0,0,4,0,0,0,2,0,4,0,0,4,4,10
27090,2024,0,20,0,0,$91.00 ,10,D,1.0,824.0,Low,2,8,6,4,8,12,2,18,0,0,0,2,2,2,0,4,0,4,0,2,0,0,0,4,10
23930,2024,0,20,0,0,$66.00 ,10,D,3.0,934.0,Medium,4,2,4,10,10,10,8,12,0,2,0,2,0,0,0,2,2,2,0,0,2,2,4,2,10
17348,2024,0,40,14,0,$191.81 ,10,D,12.0,945.0,Low,4,2,8,13,6,21,2,25,0,0,0,4,0,0,0,2,0,4,0,4,0,2,2,9,10
19177,2024,0,18,0,0,$174.64 ,10,D,11.0,934.0,Medium,4,6,8,4,12,10,2,20,0,2,0,2,2,2,0,2,0,6,0,2,0,0,0,4,10
19188,2024,0,20,0,0,$183.00 ,10,D,7.0,941.0,High,4,2,4,10,8,12,6,14,0,2,0,2,0,2,0,0,0,2,0,2,2,0,4,4,10
17481,2024,0,20,0,0,$48.00 ,10,D,8.0,503.0,Medium,4,4,6,6,4,16,0,20,0,2,0,2,0,0,0,4,0,2,0,4,0,0,0,6,10
26958,2024,0,20,0,0,$106.00 ,10,D,1.0,940.0,High,6,2,6,6,8,12,4,16,0,2,0,4,0,0,0,2,2,2,0,2,0,2,2,2,10
23697,2024,0,20,0,0,$37.00 ,10,D,6.0,739.0,Low,2,6,6,6,8,12,4,16,0,2,0,0,2,2,0,2,0,2,0,4,0,0,2,4,10
1537,2023,0,20,0,0,$170.50 ,10,D,20.0,937.0,Low,2,6,4,8,8,12,2,18,0,0,0,2,0,2,0,4,0,4,0,0,2,0,0,6,10
19253,2024,0,20,0,0,$76.00 ,10,D,8.0,712.0,Medium,4,4,6,6,4,16,0,20,0,2,0,2,0,0,0,4,0,2,0,4,0,0,0,6,10
29387,2024,0,20,0,0,$58.50 ,10,D,3.0,888.0,Medium,4,4,6,6,12,8,6,14,0,4,0,0,2,0,0,2,2,2,0,2,0,2,2,2,10
21895,2024,0,20,0,0,$61.00 ,10,D,6.0,916.0,Medium,2,4,6,8,8,12,4,16,0,2,0,0,0,4,0,0,0,2,0,4,0,0,4,4,10
1174,2023,0,20,0,0,$44.70 ,10,D,3.0,778.0,Medium,2,6,6,6,10,10,2,18,0,2,0,0,0,4,0,2,0,4,0,2,0,0,2,4,10
4018,2023,0,40,0,0,$67.90 ,10,D,13.0,507.0,High,0,8,12,20,4,36,12,28,0,0,0,0,0,0,4,4,0,4,4,4,0,0,4,16,10
25463,2024,0,20,0,0,$187.50 ,10,D,21.0,518.0,Medium,2,4,6,8,10,10,6,14,0,2,0,0,0,0,0,4,2,2,0,2,0,4,4,0,10
13677,2024,0,20,0,0,$191.00 ,10,D,65.0,959.0,Medium,4,6,4,6,10,10,4,16,0,2,0,2,0,2,0,4,2,2,0,0,0,2,2,2,10
16611,2024,0,20,0,0,$72.00 ,10,D,6.0,949.0,High,2,6,6,6,8,12,2,18,0,0,0,2,0,2,0,4,0,4,0,2,0,2,2,2,10
20968,2024,0,20,0,0,$167.00 ,10,D,8.0,890.0,Medium,6,2,8,4,8,12,2,18,0,2,0,4,2,0,0,0,0,4,0,4,0,0,0,4,10
18690,2024,0,20,0,0,$154.00 ,10,D,20.0,942.0,High,4,4,4,8,10,10,6,14,0,4,0,0,0,2,0,2,2,0,0,2,0,2,4,2,10
28195,2024,0,20,0,0,$85.00 ,10,D,1.0,613.0,High,6,2,6,6,8,12,4,16,0,2,0,4,0,0,0,2,2,2,0,2,0,2,2,2,10
24443,2024,0,60,10,0,$104.00 ,10,D,19.0,923.0,Medium,12,28,12,18,34,36,6,64,0,6,0,6,0,22,0,6,0,6,0,6,0,0,6,12,10
19929,2024,0,20,0,0,$92.00 ,10,D,81.0,960.0,Low,2,6,6,6,8,12,2,18,0,0,0,2,0,4,0,2,0,4,0,2,0,0,2,4,10
29982,2024,1,11,0,0,$157.20 ,10,D,54.0,952.0,Medium,2,3,1,6,3,9,0,12,0,1,0,1,0,1,0,2,0,0,0,1,0,1,0,5,10
7684,2024,0,20,0,0,$162.00 ,10,D,92.0,974.0,Medium,4,2,8,6,6,14,2,18,0,0,0,4,0,0,0,2,0,4,0,4,0,2,2,2,10
2965,2023,0,20,0,0,$86.00 ,10,D,45.0,619.0,Medium,2,2,4,12,6,14,6,14,0,0,0,2,0,0,2,0,2,0,0,2,2,2,0,8,10
27328,2024,0,80,0,0,$194.00 ,10,D,4.0,348.0,Medium,0,8,16,16,16,24,8,32,0,0,0,0,0,4,0,4,0,8,0,8,0,4,8,4,10
17929,2024,0,20,0,0,$265.00 ,10,D,55.0,964.0,Low,6,0,6,8,6,14,4,16,0,0,0,6,0,0,0,0,0,4,0,2,2,0,2,4,10
18575,2024,0,20,0,0,$152.50 ,10,D,66.0,955.0,Medium,0,4,8,8,8,12,4,16,0,0,0,0,0,2,0,2,0,4,0,4,0,2,4,2,10
26784,2024,0,20,0,0,$213.00 ,10,D,18.0,723.0,High,4,4,4,8,8,12,4,16,0,0,0,4,0,2,0,2,0,4,0,0,2,0,2,4,10
25779,2024,15,0,0,0,$88.93 ,8,D,3.0,964.0,Medium,1,2,5,7,7,8,2,13,0,1,0,0,0,0,0,2,0,4,0,1,0,2,2,3,8
22659,2024,0,20,0,0,$17.00 ,8,D,4.0,890.0,Medium,4,8,8,0,8,12,0,20,0,2,0,2,0,0,0,8,0,6,0,2,0,0,0,0,8
17625,2024,19,0,0,0,$44.16 ,8,D,1.0,414.0,Low,3,4,5,7,9,10,0,19,0,3,0,0,0,0,0,4,0,5,0,0,0,1,0,6,8
3696,2024,20,0,0,0,$114.75 ,8,D,0.0,955.0,High,4,6,8,2,10,10,0,20,0,4,0,0,0,0,0,6,0,4,0,4,0,2,0,0,8
3570,2024,0,0,0,0,$35.00 ,7,D,4.0,765.0,Medium,0,2,14,10,4,22,2,24,0,0,0,0,0,2,0,0,0,2,0,12,0,0,2,8,7
4787,2023,10,0,0,0,$60.20 ,7,D,40.0,937.0,High,1,2,0,7,4,6,7,3,0,0,0,1,0,0,1,1,0,0,0,0,4,0,2,1,7
26016,2024,22,0,0,0,$73.95 ,7,D,2.0,932.0,Medium,0,0,0,22,8,14,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,8,7
17847,2024,0,20,0,0,$63.00 ,7,D,74.0,968.0,Low,6,10,4,0,16,4,0,20,0,4,0,2,0,8,0,2,0,4,0,0,0,0,0,0,7
26262,2024,0,0,0,0,$266.00 ,7,D,112.0,926.0,Low,3,0,6,12,6,15,3,18,0,3,0,0,0,0,0,0,0,3,0,3,0,0,3,9,7
5666,2023,2,0,0,0,$123.00 ,6,D,2.0,955.0,Low,2,2,4,6,8,6,8,6,0,2,0,0,0,0,2,0,0,4,0,0,2,0,4,0,6
8907,2024,14,0,0,0,$45.29 ,6,D,43.0,946.0,Low,0,3,0,15,0,18,7,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,8,6
17776,2024,12,0,0,0,$0.25 ,6,D,6.0,955.0,Low,0,2,4,6,0,12,4,8,0,0,0,0,0,0,0,2,0,0,0,4,0,0,4,2,6
31624,2024,1,6,0,0,$166.71 ,6,D,66.0,925.0,Low,2,2,2,1,2,5,1,6,0,0,0,2,0,0,0,2,0,1,0,1,1,0,0,0,6
17359,2024,0,14,0,0,$38.18 ,6,D,11.0,735.0,Medium,2,6,4,2,0,14,2,12,0,0,0,2,0,0,0,6,0,0,0,4,0,0,2,0,6
21782,2024,4,0,0,0,$25.96 ,6,D,6.0,950.0,Medium,0,4,10,6,8,12,2,18,0,0,0,0,0,4,0,0,0,4,0,6,0,0,2,4,6
26892,2024,0,0,0,0,$278.00 ,6,D,2.0,656.0,Medium,2,0,4,6,4,8,2,10,0,2,0,0,0,0,0,0,0,2,0,2,0,0,2,4,6
3696,2023,17,0,0,0,$24.12 ,6,D,0.0,942.0,Low,1,2,0,14,6,11,10,7,0,0,0,1,0,0,0,2,0,0,0,0,6,0,4,4,6
19042,2024,0,17,0,0,$117.76 ,5,D,27.0,595.0,Medium,8,5,4,0,6,11,0,17,0,4,0,4,0,2,0,3,0,0,0,4,0,0,0,0,5
7033,2023,0,10,0,0,$27.90 ,5,D,6.0,453.0,High,4,6,0,0,2,8,4,6,0,2,0,2,0,0,4,2,0,0,0,0,0,0,0,0,5
4719,2023,8,0,0,0,$15.88 ,5,D,4.0,931.0,Medium,1,4,0,3,0,8,6,2,0,0,0,1,0,0,4,0,0,0,0,0,0,0,2,1,5
20035,2024,0,10,0,0,$114.00 ,5,D,22.0,470.0,Medium,2,2,6,0,6,4,0,10,0,0,0,2,0,2,0,0,0,4,0,2,0,0,0,0,5
4172,2023,0,10,0,0,$554.40 ,5,D,7.0,489.0,Low,0,2,2,6,4,6,0,10,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,6,5
10866,2023,10,0,0,0,$43.40 ,5,D,5.0,740.0,Medium,2,2,0,6,0,10,2,8,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,6,5
42838,2024,12,8,0,0,$0.80 ,5,D,703.0,818.0,High,4,0,8,8,12,8,4,16,0,4,0,0,0,0,0,0,4,0,0,4,0,4,0,4,5
2790,2023,0,0,0,0,$56.09 ,5,D,4.0,922.0,High,0,1,0,4,0,5,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,5
8907,2023,18,0,0,0,$55.33 ,5,D,43.0,946.0,Low,2,4,4,4,0,14,6,8,0,0,0,2,0,0,4,0,0,0,0,4,0,0,2,2,5
11700,2023,0,10,0,0,$30.80 ,5,D,1.0,478.0,Medium,0,4,6,0,2,8,4,6,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,5
22471,2024,18,0,0,0,$2.45 ,5,D,9.0,939.0,Medium,0,2,10,10,4,18,2,20,0,0,0,0,0,0,0,2,0,4,0,6,0,0,2,8,5
22445,2024,0,10,0,0,$44.50 ,5,D,2.0,947.0,Low,0,6,2,2,4,6,2,8,0,0,0,0,0,2,0,4,0,2,0,0,0,0,2,0,5
1039,2023,7,0,0,0,$64.86 ,5,D,75.0,922.0,High,0,1,2,4,2,5,1,6,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,2,5
23072,2024,8,0,0,0,$58.00 ,5,D,74.0,944.0,High,0,0,5,3,1,7,3,5,0,0,0,0,0,0,0,0,0,1,0,4,0,0,3,0,5
22298,2024,0,0,0,0,$467.00 ,5,D,75.0,,High,48,24,48,0,96,24,0,120,0,24,0,24,0,24,0,0,0,48,0,0,0,0,0,0,5
24765,2024,16,0,0,0,$105.50 ,4,D,9.0,926.0,High,4,12,0,0,4,12,0,16,0,0,0,4,0,4,0,8,0,0,0,0,0,0,0,0,4
2993,2023,0,0,10,0,$47.20 ,4,D,27.0,398.0,Medium,0,2,0,8,6,4,8,2,0,0,0,0,0,0,0,2,0,0,0,0,6,0,2,0,4
